Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,53
RightMoveStart,75
RightMoveStart,77
RightMoveStart,79
RightMoveEnd,80
LittleStateEnd,93
RightMoveEnd,93
RightMoveEnd,98
LittleStateStart,111
StartLevel,111
RightMoveEnd,138
LittleStateStart,176
StartLevel,176
RightMoveEnd,184
JumpStart,186
JumpStart,189
JumpEnd,200
DeathByGap,204
JumpEnd,204
RightMoveStart,212
RightMoveStart,240
RightMoveEnd,247
RightMoveStart,247
LittleStateEnd,269
RightMoveStart,298
RightMoveEnd,301
StompKillGreenKoopa,311
JumpStart,312
BlockCoinDestroy,313
DeathByGap,334
JumpEnd,334
RightMoveStart,341
JumpStart,365
RightMoveEnd,369
JumpEnd,377
RightMoveEnd,394
JumpStart,419
RightMoveStart,423
JumpEnd,432
JumpStart,459
RightMoveStart,459
JumpEnd,475
JumpStart,498
RightMoveStart,498
JumpEnd,500
RightMoveEnd,511
RightMoveEnd,518
RightMoveStart,529
JumpStart,530
RightMoveStart,535
RightMoveStart,537
RightMoveStart,539
RightMoveEnd,540
JumpEnd,541
RightMoveStart,541
RightMoveEnd,542
RightMoveEnd,542
RightMoveStart,543
RightMoveEnd,544
RightMoveEnd,546
RightMoveEnd,565
RightMoveEnd,565
LeftMoveStart,577
LeftMoveStart,599
RightMoveStart,620
LeftMoveEnd,634
JumpStart,641
RightMoveStart,654
JumpEnd,657
BlockCoinDestroy,671
LeftMoveStart,686
RightMoveEnd,697
RightMoveEnd,706
RightMoveStart,726
JumpStart,750
RightMoveStart,753
RightMoveStart,758
JumpEnd,760
RightMoveEnd,784
RightMoveEnd,794
RightMoveStart,799
LeftMoveEnd,800
RightMoveEnd,811
RightMoveStart,816
StompKillGoomba,832
JumpStart,834
RightMoveStart,836
StompKillGoomba,841
RightMoveEnd,846
JumpEnd,848
RightMoveEnd,849
JumpStart,864
RightMoveStart,865
JumpEnd,866
RightMoveEnd,876
JumpStart,901
RightMoveStart,901
RightMoveStart,903
RightMoveEnd,906
RightMoveEnd,912
JumpEnd,914
RightMoveEnd,938
JumpStart,942
RightMoveStart,945
JumpEnd,954
LittleStateStart,977
RightMoveStart,990
RightMoveEnd,1000
JumpStart,1007
RightMoveStart,1007
LeftMoveEnd,1008
JumpEnd,1020
RightMoveStart,1041
RightMoveEnd,1048
RightMoveEnd,1048
StartLevel,1049
RightMoveStart,1057
JumpStart,1059
RightMoveStart,1059
RightMoveStart,1061
RightMoveEnd,1062
RightMoveStart,1063
RightMoveEnd,1064
JumpEnd,1071
RightMoveEnd,1074
RightMoveEnd,1083
RightMoveEnd,1085
RightMoveEnd,1089
RightMoveStart,1183
LittleStateEnd,1207
RightMoveEnd,1321
RightMoveStart,1363
RightMoveStart,1749
LittleStateEnd,1936
JumpStart,2063
DeathByGap,2080
JumpEnd,2080
RightMoveEnd,2394
LostLevel,2767
