Event,Time
StartLevel,0
RightMoveStart,36
RightMoveStart,59
RightMoveStart,61
RightMoveStart,63
RightMoveEnd,64
RightMoveEnd,66
JumpStart,68
RightMoveStart,75
JumpEnd,81
RightMoveEnd,83
JumpStart,93
JumpEnd,107
RightMoveEnd,111
RightMoveEnd,158
StompKillGreenKoopa,185
RightMoveStart,186
JumpStart,189
UnleashShell,210
JumpEnd,214
RightMoveStart,214
ShellKillGreenKoopa,217
LeftMoveStart,219
RightMoveStart,236
RightMoveEnd,243
JumpStart,253
RightMoveStart,256
JumpEnd,265
RightMoveEnd,271
RightMoveEnd,296
LeftMoveStart,319
RightMoveEnd,324
RightMoveStart,333
JumpStart,342
JumpEnd,360
RightMoveStart,360
RightMoveStart,362
JumpStart,363
RightMoveStart,364
RightMoveEnd,365
RightMoveStart,366
RightMoveEnd,367
JumpEnd,376
JumpStart,378
RightMoveEnd,388
JumpEnd,394
JumpStart,408
JumpEnd,423
LeftMoveEnd,432
RightMoveEnd,436
JumpStart,446
JumpEnd,463
JumpStart,464
RightMoveStart,466
RightMoveEnd,467
LeftMoveEnd,471
JumpEnd,478
RightMoveStart,504
RightMoveStart,506
RightMoveStart,508
RightMoveEnd,509
RightMoveStart,510
RightMoveEnd,511
JumpStart,512
RightMoveStart,512
RightMoveEnd,513
RightMoveStart,514
RightMoveEnd,515
JumpEnd,527
RightMoveEnd,543
JumpStart,554
RightMoveEnd,557
RightMoveStart,561
JumpEnd,566
JumpStart,574
JumpEnd,586
RightMoveEnd,603
RightMoveStart,605
RightMoveStart,607
JumpStart,609
RightMoveEnd,610
RightMoveStart,611
RightMoveStart,613
RightMoveEnd,616
JumpEnd,621
RightMoveStart,630
RightMoveEnd,631
RightMoveEnd,650
RightMoveEnd,651
JumpStart,668
RightMoveStart,668
RightMoveStart,670
RightMoveStart,672
RightMoveEnd,673
JumpEnd,680
RightMoveEnd,684
RightMoveEnd,707
RightMoveStart,728
JumpStart,729
RightMoveEnd,729
RightMoveStart,730
RightMoveStart,732
RightMoveEnd,733
JumpEnd,741
RightMoveStart,751
RightMoveEnd,752
RightMoveStart,762
RightMoveStart,764
RightMoveStart,766
RightMoveEnd,767
RightMoveStart,768
RightMoveEnd,769
RightMoveStart,770
RightMoveEnd,771
RightMoveStart,772
RightMoveEnd,773
RightMoveEnd,774
RightMoveStart,774
RightMoveEnd,775
RightMoveStart,776
RightMoveEnd,777
JumpStart,778
RightMoveStart,778
RightMoveEnd,779
RightMoveEnd,780
RightMoveStart,780
RightMoveEnd,781
RightMoveStart,782
RightMoveEnd,783
RightMoveStart,784
RightMoveEnd,785
RightMoveEnd,785
RightMoveStart,786
RightMoveEnd,787
JumpEnd,788
JumpStart,798
JumpEnd,818
RightMoveEnd,842
JumpStart,850
RightMoveStart,851
RightMoveStart,853
RightMoveStart,855
RightMoveEnd,856
RightMoveStart,857
RightMoveEnd,858
JumpEnd,860
RightMoveStart,883
RightMoveEnd,884
JumpStart,892
RightMoveStart,894
RightMoveStart,896
JumpEnd,905
RightMoveEnd,906
RightMoveEnd,910
JumpStart,913
RightMoveEnd,917
JumpEnd,929
JumpStart,936
RightMoveStart,937
RightMoveEnd,938
RightMoveStart,939
JumpEnd,951
RightMoveStart,962
RightMoveEnd,963
JumpStart,967
RightMoveStart,974
RightMoveEnd,979
JumpEnd,980
RightMoveEnd,986
RightMoveStart,1008
RightMoveEnd,1010
JumpStart,1013
JumpEnd,1030
JumpStart,1082
JumpEnd,1094
JumpStart,1099
JumpEnd,1111
RightMoveStart,1133
JumpStart,1135
RightMoveStart,1135
RightMoveStart,1137
RightMoveEnd,1138
RightMoveEnd,1140
JumpEnd,1141
LittleStateStart,1159
RightMoveEnd,1166
RightMoveEnd,1259
RightMoveStart,2298
LittleStateEnd,2300
RightMoveEnd,2302
WonLevel,3183
