Event,Time
LittleStateStart,0
StartLevel,0
StompKillGreenKoopa,38
StompKillGreenKoopa,40
RunStateStart,71
RunStateEnd,73
RightMoveStart,80
StompKillGreenKoopa,82
JumpStart,101
RightMoveEnd,106
JumpEnd,113
StompKillGreenKoopa,117
StompKillGreenKoopa,127
JumpStart,135
StompKillGreenKoopa,136
StompKillGreenKoopa,151
JumpEnd,161
JumpStart,181
RightMoveStart,181
RightMoveStart,183
RightMoveStart,185
RightMoveEnd,186
JumpEnd,193
JumpStart,196
RightMoveEnd,198
JumpEnd,211
JumpStart,213
RightMoveStart,214
RightMoveEnd,215
RightMoveStart,216
JumpEnd,226
JumpStart,235
RightMoveEnd,244
JumpEnd,249
JumpStart,274
RightMoveEnd,277
RightMoveEnd,283
JumpEnd,291
LeftMoveEnd,291
JumpStart,292
RightMoveStart,295
RightMoveEnd,296
JumpEnd,304
RightMoveStart,333
RightMoveStart,335
RightMoveStart,337
RightMoveEnd,338
RightMoveStart,339
RightMoveEnd,340
RightMoveStart,341
JumpStart,342
RightMoveEnd,342
RightMoveStart,343
RightMoveEnd,344
RightMoveStart,345
RightMoveEnd,346
JumpEnd,358
RightMoveEnd,372
JumpStart,376
JumpEnd,389
RightMoveEnd,394
RightMoveStart,397
JumpStart,398
JumpEnd,410
RightMoveEnd,411
RightMoveStart,428
JumpStart,429
RightMoveStart,430
RightMoveStart,432
RightMoveEnd,433
JumpEnd,441
RightMoveEnd,460
JumpStart,461
JumpEnd,471
RightMoveEnd,479
JumpStart,488
JumpEnd,500
JumpStart,501
RightMoveStart,502
RightMoveEnd,503
RightMoveStart,504
JumpEnd,513
JumpStart,516
JumpEnd,528
LeftMoveStart,534
RightMoveEnd,535
RightMoveStart,541
JumpStart,543
JumpEnd,563
RightMoveEnd,573
JumpStart,579
JumpEnd,589
JumpStart,605
StompKillGreenKoopa,606
RightMoveStart,607
LeftMoveStart,612
RightMoveStart,617
JumpEnd,618
JumpStart,624
RightMoveStart,624
RightMoveStart,626
RightMoveEnd,629
RightMoveEnd,630
RightMoveEnd,632
JumpEnd,634
RightMoveEnd,643
StartLevel,654
LittleStateEnd,655
LittleStateStart,673
StartLevel,673
RightMoveEnd,674
RightMoveStart,679
RightMoveStart,692
LeftMoveEnd,694
JumpStart,696
JumpStart,712
RightMoveStart,714
JumpEnd,719
JumpEnd,724
RightMoveStart,734
RightMoveStart,736
JumpStart,740
RightMoveEnd,755
RightMoveEnd,755
JumpEnd,765
RightMoveStart,766
JumpStart,768
RightMoveStart,768
RightMoveStart,770
JumpStart,771
RightMoveEnd,771
RightMoveStart,772
RightMoveEnd,773
JumpEnd,780
JumpEnd,780
JumpStart,781
LeftMoveStart,787
RightMoveEnd,788
RightMoveStart,791
JumpStart,792
JumpEnd,796
JumpStart,798
RightMoveStart,801
RightMoveEnd,802
JumpEnd,810
JumpEnd,815
JumpStart,817
RightMoveStart,830
JumpStart,831
RightMoveStart,832
JumpEnd,834
RightMoveStart,834
RightMoveEnd,835
JumpEnd,844
JumpStart,845
LittleStateStart,847
RightMoveStart,847
RightMoveEnd,848
RightMoveEnd,854
JumpEnd,857
JumpStart,858
JumpStart,866
RightMoveEnd,870
JumpEnd,874
JumpStart,877
JumpEnd,880
RightMoveStart,880
RightMoveEnd,884
JumpEnd,891
JumpStart,905
JumpStart,906
RightMoveEnd,908
JumpEnd,922
JumpEnd,923
JumpStart,924
RightMoveStart,926
JumpEnd,936
RightMoveEnd,938
