Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,73
BlockCoinDestroy,74
JumpStart,91
JumpEnd,103
StompKillGreenKoopa,130
JumpStart,135
JumpEnd,143
LeftMoveStart,147
BlockCoinDestroy,148
JumpStart,163
JumpEnd,171
RightMoveStart,179
StompKillGreenKoopa,190
UnleashShell,200
RightMoveEnd,212
JumpStart,213
StartLevel,221
StompKillGreenKoopa,226
JumpEnd,227
JumpStart,230
RightMoveEnd,236
JumpEnd,255
JumpStart,280
RightMoveStart,285
JumpEnd,291
RightMoveEnd,310
RightMoveStart,310
RightMoveStart,326
JumpStart,329
LeftMoveEnd,337
RightMoveEnd,344
JumpEnd,346
RightMoveStart,354
StompKillGreenKoopa,356
JumpStart,360
RightMoveEnd,368
JumpEnd,385
RightMoveEnd,387
JumpStart,403
RightMoveEnd,404
JumpEnd,420
JumpStart,460
JumpEnd,470
StompKillGreenKoopa,483
JumpStart,484
JumpEnd,512
JumpStart,514
LittleStateStart,524
StartLevel,524
JumpEnd,529
RightMoveStart,530
RightMoveStart,532
RightMoveStart,534
RightMoveEnd,535
JumpStart,536
RightMoveStart,536
RightMoveEnd,537
RightMoveStart,538
RightMoveEnd,539
RightMoveStart,543
JumpEnd,550
JumpStart,554
JumpStart,557
RightMoveEnd,557
RightMoveEnd,559
JumpEnd,566
JumpEnd,571
JumpStart,581
JumpStart,590
JumpEnd,594
LittleStateStart,599
RightMoveStart,604
JumpEnd,606
JumpStart,613
RightMoveStart,615
JumpEnd,621
RightMoveStart,623
JumpStart,625
JumpEnd,642
LittleStateEnd,644
JumpStart,657
LittleStateStart,662
StartLevel,662
JumpEnd,671
RightMoveStart,676
RightMoveEnd,678
RightMoveStart,678
RightMoveStart,680
RightMoveEnd,681
RightMoveStart,681
RightMoveStart,682
RightMoveEnd,683
RightMoveStart,684
JumpStart,685
RightMoveEnd,685
RightMoveStart,686
RightMoveEnd,687
RightMoveStart,688
RightMoveEnd,689
RightMoveEnd,694
JumpStart,695
JumpEnd,699
LeftMoveStart,699
RightMoveEnd,700
RightMoveEnd,707
JumpEnd,709
LittleStateEnd,727
RightMoveEnd,730
JumpStart,731
LeftMoveEnd,736
JumpEnd,741
JumpStart,777
JumpEnd,791
JumpStart,796
JumpEnd,821
RightMoveStart,830
RightMoveStart,832
RightMoveStart,834
RightMoveEnd,835
RightMoveEnd,837
JumpStart,839
RightMoveStart,843
JumpEnd,851
JumpStart,856
RightMoveStart,883
RightMoveEnd,889
JumpEnd,890
DeathByGap,976
RightMoveEnd,980
JumpStart,982
JumpEnd,996
JumpStart,1006
JumpEnd,1024
JumpStart,1032
RightMoveEnd,1032
JumpEnd,1047
JumpStart,1050
RightMoveStart,1050
RightMoveStart,1052
JumpEnd,1064
JumpStart,1067
RightMoveStart,1072
RightMoveEnd,1073
JumpEnd,1079
RightMoveEnd,1089
JumpStart,1095
JumpEnd,1109
JumpStart,1149
RightMoveEnd,1160
JumpEnd,1166
LittleStateEnd,1168
LittleStateEnd,1180
RightMoveEnd,1218
DeathByGap,1952
DieByGreenKoopa,1952
LostLevel,2202
