Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,58
JumpStart,69
JumpEnd,83
RightMoveStart,86
JumpStart,88
RightMoveStart,88
RightMoveStart,90
RightMoveEnd,91
RightMoveStart,92
RightMoveEnd,93
JumpEnd,98
BlockCoinDestroy,104
RightMoveEnd,115
BlockCoinDestroy,127
JumpStart,142
JumpEnd,150
RightMoveEnd,160
JumpStart,180
RightMoveStart,183
RightMoveEnd,184
RightMoveEnd,187
JumpEnd,189
JumpStart,202
StompKillGreenKoopa,214
JumpEnd,216
LeftMoveStart,216
JumpStart,220
RightMoveStart,222
UnleashShell,224
LeftMoveStart,233
RightMoveStart,243
JumpEnd,252
LeftMoveEnd,259
JumpStart,267
LeftMoveStart,270
RightMoveEnd,271
BlockCoinDestroy,273
JumpEnd,278
RightMoveEnd,290
RightMoveStart,292
JumpStart,304
RightMoveEnd,306
JumpEnd,320
LeftMoveEnd,325
LeftMoveStart,325
StompKillGreenKoopa,329
RightMoveStart,335
JumpStart,337
StompKillGreenKoopa,343
JumpEnd,358
RightMoveEnd,373
UnleashShell,379
LeftMoveEnd,389
JumpStart,422
StompKillGreenKoopa,424
LeftMoveStart,432
JumpEnd,434
JumpStart,446
LeftMoveEnd,451
RightMoveStart,457
JumpEnd,458
RightMoveStart,460
RightMoveEnd,465
JumpStart,466
LeftMoveEnd,473
RightMoveEnd,474
JumpEnd,478
RightMoveStart,481
RightMoveStart,537
RightMoveStart,539
RightMoveStart,541
RightMoveEnd,542
JumpStart,543
RightMoveStart,543
RightMoveEnd,544
RightMoveStart,545
RightMoveEnd,546
RightMoveStart,547
RightMoveEnd,548
JumpEnd,550
StompKillGreenKoopa,554
RightMoveEnd,557
JumpStart,559
LeftMoveEnd,563
UnleashShell,564
ShellKillGreenKoopa,578
LeftMoveStart,581
RightMoveEnd,581
RightMoveEnd,582
JumpEnd,592
RightMoveEnd,594
StompKillGreenKoopa,597
RightMoveEnd,599
RightMoveStart,603
UnleashShell,607
JumpStart,608
JumpEnd,624
JumpStart,625
JumpEnd,640
JumpStart,643
JumpEnd,655
JumpStart,658
RightMoveStart,659
RightMoveStart,661
RightMoveStart,663
JumpEnd,664
RightMoveEnd,664
StartLevel,691
RightMoveStart,695
RightMoveEnd,696
RightMoveStart,697
JumpStart,698
RightMoveStart,699
RightMoveEnd,700
RightMoveStart,701
RightMoveEnd,702
JumpEnd,710
RightMoveEnd,714
RightMoveEnd,716
RightMoveEnd,728
RightMoveEnd,729
LeftMoveStart,732
RightMoveStart,738
RightMoveStart,742
RightMoveStart,746
LeftMoveEnd,751
LeftMoveStart,757
RightMoveEnd,764
RightMoveStart,766
JumpStart,767
RightMoveStart,770
JumpStart,772
JumpEnd,777
RightMoveEnd,777
LeftMoveEnd,783
JumpEnd,788
JumpStart,808
RightMoveStart,808
JumpStart,810
RightMoveEnd,816
JumpEnd,818
JumpEnd,824
StompKillGreenKoopa,831
JumpStart,835
JumpStart,847
RightMoveStart,849
RightMoveStart,851
JumpEnd,856
LeftMoveEnd,862
JumpEnd,866
RightMoveEnd,871
RightMoveEnd,876
JumpStart,886
LeftMoveStart,886
LeftMoveEnd,888
JumpEnd,897
JumpStart,900
JumpEnd,915
RightMoveStart,922
JumpStart,926
LeftMoveStart,927
RightMoveEnd,929
StompKillGoomba,931
RightMoveStart,934
JumpStart,939
JumpEnd,942
JumpEnd,959
LittleStateStart,967
RightMoveStart,967
RightMoveEnd,968
RightMoveStart,969
