Event,Time
LittleStateStart,0
StartLevel,0
RunStateStart,37
RunStateEnd,40
JumpStart,48
JumpEnd,60
RightMoveStart,60
StompKillGoomba,75
JumpStart,77
BlockCoinDestroy,100
RunStateStart,103
JumpEnd,104
JumpStart,115
JumpEnd,123
BlockPowerDestroy,128
JumpStart,130
RightMoveStart,131
JumpEnd,141
JumpStart,143
LeftMoveStart,150
JumpEnd,151
RightMoveStart,155
LeftMoveStart,178
RightMoveStart,191
LargeStateStart,197
LittleStateEnd,197
RightMoveEnd,200
RightMoveEnd,200
LeftMoveEnd,218
LeftMoveStart,219
RightMoveEnd,220
JumpStart,229
JumpEnd,235
BlockCoinDestroy,237
JumpStart,242
LeftMoveStart,244
JumpEnd,248
JumpStart,253
RightMoveEnd,254
JumpEnd,259
RightMoveStart,262
JumpStart,266
LeftMoveEnd,270
LeftMoveStart,271
LeftMoveEnd,275
JumpEnd,276
RightMoveStart,285
JumpStart,299
LeftMoveStart,305
LeftMoveEnd,309
JumpEnd,315
RightMoveStart,315
LeftMoveEnd,321
JumpStart,323
RightMoveEnd,327
RightMoveStart,327
JumpEnd,339
RightMoveEnd,341
JumpStart,343
LeftMoveEnd,346
RightMoveStart,348
JumpEnd,355
RightMoveEnd,355
RightMoveEnd,359
LargeStateEnd,368
LittleStateStart,368
JumpStart,394
StompKillGoomba,399
RightMoveStart,402
JumpEnd,404
RightMoveEnd,417
LeftMoveStart,429
RightMoveStart,438
JumpStart,446
RightMoveStart,454
JumpEnd,456
JumpStart,478
RightMoveEnd,479
RightMoveEnd,481
JumpEnd,493
JumpStart,500
JumpEnd,508
LeftMoveStart,514
JumpStart,524
RightMoveStart,528
RightMoveEnd,529
JumpEnd,532
LeftMoveStart,538
JumpStart,543
RightMoveStart,548
BlockPowerDestroy,549
JumpEnd,551
LeftMoveStart,558
LeftMoveEnd,561
JumpStart,564
LeftMoveEnd,571
JumpEnd,572
RightMoveEnd,577
LeftMoveEnd,589
LeftMoveStart,599
LargeStateStart,601
LittleStateEnd,601
RightMoveEnd,611
LeftMoveEnd,612
RunStateEnd,612
RightMoveStart,648
JumpStart,657
JumpEnd,673
LargeStateEnd,673
LittleStateStart,673
LeftMoveEnd,679
BlockCoinDestroy,693
JumpStart,694
JumpEnd,702
JumpStart,708
LeftMoveStart,715
JumpEnd,716
JumpStart,725
RightMoveStart,729
JumpEnd,735
JumpStart,751
LeftMoveStart,759
JumpEnd,767
BlockCoinDestroy,770
RightMoveStart,770
JumpStart,785
LeftMoveStart,789
JumpEnd,793
RightMoveStart,802
JumpStart,806
LeftMoveEnd,808
RightMoveEnd,814
JumpEnd,816
RightMoveStart,823
RightMoveEnd,829
LeftMoveEnd,831
LeftMoveStart,832
RightMoveEnd,839
JumpStart,843
RightMoveEnd,843
LeftMoveEnd,844
RightMoveStart,848
RightMoveEnd,852
JumpEnd,853
RightMoveStart,868
LeftMoveStart,881
RightMoveEnd,885
BlockPowerDestroy,889
JumpStart,889
LeftMoveEnd,890
LeftMoveStart,897
JumpEnd,899
RightMoveEnd,900
JumpStart,903
RightMoveStart,904
JumpEnd,912
RightMoveStart,918
LeftMoveEnd,919
LargeStateStart,943
LittleStateEnd,943
LeftMoveEnd,944
RightMoveEnd,948
RightMoveStart,963
RightMoveEnd,976
JumpStart,977
StompKillGoomba,978
JumpEnd,987
JumpStart,1021
RightMoveStart,1024
JumpEnd,1033
JumpStart,1038
RightMoveStart,1041
JumpEnd,1053
JumpStart,1065
RightMoveEnd,1066
RightMoveStart,1068
JumpEnd,1077
RightMoveEnd,1081
JumpStart,1084
JumpEnd,1093
RightMoveEnd,1095
JumpStart,1097
RightMoveStart,1100
RightMoveEnd,1105
JumpEnd,1108
RightMoveStart,1111
JumpStart,1115
JumpEnd,1133
JumpStart,1140
RightMoveEnd,1140
RightMoveEnd,1146
JumpEnd,1150
LeftMoveStart,1158
RightMoveStart,1165
JumpStart,1179
LeftMoveStart,1189
JumpEnd,1195
LargeStateEnd,1195
BlockCoinDestroy,1209
RightMoveStart,1215
JumpStart,1224
JumpEnd,1232
RightMoveEnd,1237
JumpStart,1245
LeftMoveEnd,1245
JumpEnd,1257
JumpStart,1261
RightMoveStart,1264
JumpEnd,1273
JumpStart,1281
JumpEnd,1291
JumpStart,1297
RightMoveEnd,1308
JumpEnd,1313
RightMoveEnd,1323
LeftMoveEnd,1425
RunStateStart,1975
LittleStateStart,2526
RightMoveStart,2615
LittleStateEnd,2644
RunStateEnd,2644
RightMoveEnd,2664
WonLevel,3413
