Event,Time
LittleStateStart,0
StartLevel,0
StompKillGoomba,10
StompKillGoomba,20
RunStateStart,47
JumpStart,59
BlockPowerDestroy,67
RightMoveStart,67
JumpEnd,74
LeftMoveStart,76
JumpStart,82
RightMoveStart,88
JumpEnd,90
BlockCoinDestroy,94
RightMoveEnd,94
LeftMoveStart,107
BlockCoinDestroy,113
RightMoveStart,117
RightMoveEnd,127
JumpStart,128
JumpEnd,132
RightMoveStart,132
LeftMoveEnd,139
LargeStateStart,141
LittleStateEnd,141
RightMoveEnd,149
RightMoveEnd,155
LeftMoveEnd,159
RightMoveEnd,159
RightMoveEnd,175
LeftMoveEnd,180
BlockCoinDestroy,194
JumpStart,197
RightMoveStart,200
JumpEnd,208
BlockCoinDestroy,211
LeftMoveStart,215
RightMoveStart,241
RunStateEnd,260
RightMoveEnd,282
RightMoveEnd,289
LeftMoveStart,293
RightMoveStart,302
BlockCoinDestroy,327
LeftMoveEnd,329
RightMoveStart,332
RightMoveStart,341
RightMoveStart,343
RightMoveStart,345
RightMoveEnd,346
RightMoveEnd,348
RightMoveEnd,351
RightMoveEnd,365
RightMoveEnd,370
JumpStart,372
LeftMoveEnd,379
RightMoveStart,380
JumpEnd,384
RightMoveStart,396
RightMoveStart,398
RightMoveStart,400
RightMoveEnd,401
BlockCoinDestroy,402
RightMoveStart,402
RightMoveEnd,403
RightMoveStart,404
RightMoveEnd,405
RightMoveStart,406
RightMoveEnd,407
RightMoveStart,408
RightMoveEnd,409
RightMoveStart,410
RightMoveEnd,411
RightMoveStart,412
RightMoveEnd,413
RightMoveEnd,413
RightMoveStart,414
RightMoveEnd,415
RightMoveStart,416
RightMoveEnd,417
RightMoveStart,418
JumpStart,419
RightMoveEnd,419
RightMoveStart,420
RightMoveEnd,421
RightMoveStart,422
RightMoveEnd,423
RightMoveEnd,430
JumpEnd,433
RightMoveStart,435
RightMoveEnd,436
RightMoveStart,437
RightMoveStart,439
RightMoveEnd,440
LeftMoveEnd,441
RightMoveStart,441
RightMoveEnd,442
RightMoveStart,443
RightMoveEnd,444
RightMoveStart,445
RightMoveEnd,446
RightMoveStart,447
RightMoveEnd,448
RightMoveEnd,449
RightMoveStart,449
RightMoveEnd,450
RightMoveStart,451
RightMoveEnd,452
RightMoveStart,453
RightMoveEnd,454
RightMoveStart,455
RightMoveEnd,456
RightMoveStart,457
RightMoveEnd,458
RightMoveStart,459
RightMoveEnd,460
RightMoveStart,461
RightMoveEnd,462
RightMoveStart,463
RightMoveEnd,464
JumpStart,465
RightMoveStart,465
RightMoveEnd,466
RightMoveStart,467
RightMoveEnd,468
BlockCoinDestroy,472
JumpEnd,480
BlockCoinDestroy,492
RightMoveEnd,494
LeftMoveStart,496
BlockCoinDestroy,498
JumpStart,513
RightMoveStart,517
JumpEnd,520
LeftMoveStart,526
RightMoveEnd,531
RightMoveStart,537
StompKillGreenKoopa,538
BlockPowerDestroy,540
UnleashShell,544
BlockCoinDestroy,558
LeftMoveStart,558
UnleashShell,563
LeftMoveEnd,566
JumpStart,574
RightMoveEnd,575
BlockCoinDestroy,577
RightMoveEnd,577
JumpEnd,580
RightMoveStart,581
UnleashShell,581
JumpStart,593
LeftMoveEnd,596
JumpEnd,599
JumpStart,612
RightMoveStart,613
RightMoveStart,615
RightMoveStart,617
RightMoveEnd,618
RightMoveStart,619
RightMoveEnd,620
JumpEnd,622
BlockCoinDestroy,626
LittleStateStart,627
StartLevel,627
RightMoveStart,632
