Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,27
BlockCoinDestroy,78
JumpStart,78
BlockCoinDestroy,85
JumpEnd,87
LeftMoveStart,87
RightMoveStart,98
BlockCoinDestroy,99
JumpStart,99
RightMoveEnd,106
LeftMoveStart,107
JumpEnd,108
JumpStart,115
BlockPowerDestroy,118
RightMoveStart,119
JumpEnd,125
RightMoveEnd,130
JumpStart,133
LeftMoveEnd,138
JumpEnd,141
BlockPowerDestroy,152
RightMoveEnd,158
LargeStateStart,164
LittleStateEnd,164
RightMoveEnd,171
RightMoveEnd,179
RightMoveStart,184
LeftMoveEnd,186
JumpStart,192
LeftMoveEnd,201
JumpEnd,208
StompKillGreenKoopa,209
JumpStart,214
BlockPowerDestroy,225
StompKillGoomba,234
RightMoveEnd,236
JumpEnd,238
JumpStart,240
JumpEnd,262
JumpStart,271
JumpEnd,281
LeftMoveStart,296
RightMoveStart,307
JumpStart,311
JumpEnd,321
JumpStart,326
StompKillGoomba,326
LeftMoveStart,332
StompKillGreenKoopa,334
JumpEnd,339
BlockPowerDestroy,340
JumpStart,341
RightMoveStart,350
JumpEnd,353
LeftMoveStart,353
JumpStart,356
RightMoveEnd,360
JumpEnd,362
LeftMoveEnd,363
RightMoveStart,365
LeftMoveEnd,373
JumpStart,378
LeftMoveStart,378
FireStateStart,381
LargeStateEnd,381
LeftMoveEnd,385
BlockPowerDestroy,389
RightMoveEnd,392
RightMoveEnd,395
RightMoveStart,404
JumpEnd,409
LittleStateStart,414
StartLevel,414
LeftMoveEnd,417
JumpStart,422
RightMoveStart,422
RightMoveStart,425
LeftMoveEnd,428
JumpEnd,432
RightMoveEnd,454
RightMoveEnd,463
JumpStart,485
LeftMoveEnd,487
LeftMoveStart,491
JumpEnd,495
JumpStart,506
RightMoveStart,514
JumpEnd,515
JumpStart,522
JumpStart,531
JumpEnd,532
RightMoveStart,534
LeftMoveStart,536
RightMoveStart,536
RightMoveStart,538
RightMoveEnd,539
RightMoveEnd,541
LeftMoveStart,546
JumpEnd,547
RightMoveEnd,554
RightMoveStart,556
JumpStart,564
LeftMoveEnd,565
LeftMoveStart,568
JumpEnd,574
RightMoveStart,579
JumpStart,581
RightMoveStart,581
RightMoveStart,583
JumpStart,584
RightMoveEnd,584
RightMoveStart,585
RightMoveEnd,586
RightMoveStart,586
RightMoveStart,587
LeftMoveEnd,588
RightMoveEnd,588
JumpEnd,589
JumpEnd,595
RightMoveEnd,602
LeftMoveEnd,607
RightMoveEnd,609
LargeStateStart,612
LeftMoveStart,612
LittleStateEnd,612
RightMoveStart,615
RightMoveStart,619
RightMoveEnd,621
RightMoveEnd,624
RightMoveEnd,627
RightMoveStart,632
RightMoveStart,633
RightMoveStart,634
JumpStart,635
RightMoveStart,636
RightMoveEnd,637
RightMoveStart,638
RightMoveEnd,639
RightMoveEnd,641
RightMoveEnd,644
JumpEnd,646
RightMoveEnd,646
RightMoveEnd,646
JumpStart,647
RightMoveStart,647
JumpStart,648
RightMoveStart,649
RightMoveStart,651
RightMoveStart,651
RightMoveEnd,652
RightMoveEnd,652
JumpEnd,656
JumpEnd,657
RightMoveEnd,662
CollectCoin,666
CollectCoin,669
JumpStart,671
RightMoveStart,672
JumpStart,673
LeftMoveEnd,676
RightMoveEnd,680
JumpEnd,688
JumpStart,692
JumpEnd,693
RightMoveEnd,693
CollectCoin,694
CollectCoin,699
JumpEnd,703
LeftMoveStart,708
RightMoveEnd,711
