Event,Time
RightMoveEnd,-289
LittleStateStart,0
StartLevel,0
RightMoveStart,79
StompKillGoomba,79
JumpStart,80
BlockCoinDestroy,82
JumpEnd,104
JumpStart,106
BlockCoinDestroy,109
LeftMoveStart,110
BlockCoinDestroy,111
JumpEnd,120
JumpStart,124
JumpEnd,132
BlockCoinDestroy,133
BlockCoinDestroy,144
JumpStart,148
BlockCoinDestroy,149
JumpEnd,156
JumpStart,164
JumpEnd,172
RightMoveEnd,175
LeftMoveEnd,176
RightMoveStart,178
BlockPowerDestroy,179
JumpStart,189
JumpEnd,197
RightMoveEnd,205
RightMoveStart,234
JumpStart,247
LeftMoveStart,256
JumpEnd,263
RightMoveStart,290
RightMoveEnd,295
LeftMoveEnd,296
JumpStart,301
RightMoveEnd,303
RightMoveEnd,304
LeftMoveStart,312
JumpEnd,317
BlockCoinDestroy,323
JumpStart,327
RightMoveStart,334
LeftMoveEnd,341
JumpEnd,343
RightMoveStart,349
BlockCoinDestroy,352
RightMoveEnd,359
BlockCoinDestroy,367
LeftMoveEnd,371
BlockCoinDestroy,378
RightMoveStart,379
RightMoveEnd,382
RightMoveEnd,391
JumpStart,393
JumpEnd,401
BlockCoinDestroy,409
JumpStart,409
LeftMoveEnd,418
JumpEnd,425
LeftMoveStart,427
BlockCoinDestroy,431
JumpStart,446
RightMoveStart,450
BlockPowerDestroy,452
JumpEnd,454
RightMoveEnd,456
RightMoveStart,466
JumpStart,483
BlockCoinDestroy,489
JumpEnd,497
BlockPowerDestroy,500
RightMoveStart,501
JumpStart,504
RightMoveEnd,507
BlockCoinDestroy,511
JumpEnd,511
JumpStart,527
JumpEnd,533
RightMoveEnd,534
LeftMoveStart,547
RightMoveEnd,558
JumpStart,563
LeftMoveEnd,564
BlockCoinDestroy,565
JumpEnd,569
BlockCoinDestroy,584
RightMoveStart,587
BlockCoinDestroy,601
JumpStart,609
LeftMoveStart,615
JumpEnd,621
BlockCoinDestroy,640
RightMoveStart,640
BlockPowerDestroy,642
JumpStart,656
JumpEnd,665
RightMoveStart,676
LeftMoveEnd,680
RightMoveEnd,682
LargeStateStart,683
LittleStateEnd,683
LeftMoveEnd,701
RightMoveEnd,702
LittleStateStart,704
FireKillGoomba,709
DuckStart,710
DuckEnd,715
RightMoveStart,719
JumpStart,733
BlockCoinDestroy,738
RightMoveEnd,739
JumpEnd,747
BlockPowerDestroy,749
RightMoveStart,752
JumpStart,754
BlockCoinDestroy,758
JumpEnd,760
FireKillGreenKoopa,767
RightMoveStart,772
JumpStart,774
JumpEnd,780
RightMoveEnd,782
LargeStateEnd,785
LittleStateStart,785
BlockCoinDestroy,798
RightMoveEnd,801
RightMoveStart,808
BlockCoinDestroy,811
BlockCoinDestroy,818
LeftMoveStart,824
JumpStart,826
BlockCoinDestroy,828
JumpEnd,834
LittleStateEnd,838
RightMoveEnd,843
BlockCoinDestroy,856
LittleStateStart,856
StartLevel,856
FireKillGoomba,866
LeftMoveStart,927
FireKillGoomba,935
LeftMoveStart,940
RightMoveStart,950
BlockCoinDestroy,952
BlockCoinDestroy,958
LeftMoveEnd,962
JumpStart,968
LeftMoveStart,974
FireKillGreenKoopa,978
JumpEnd,983
JumpStart,1000
LeftMoveStart,1002
BlockCoinDestroy,1008
FireKillGreenKoopa,1016
JumpEnd,1016
LeftMoveEnd,1017
BlockCoinDestroy,1021
JumpStart,1024
FireKillGreenKoopa,1031
JumpEnd,1034
LeftMoveEnd,1034
LeftMoveStart,1034
LeftMoveEnd,1042
JumpStart,1050
JumpEnd,1058
FireKillGoomba,1065
JumpStart,1066
JumpEnd,1074
LeftMoveEnd,1082
RightMoveStart,1082
BlockCoinDestroy,1093
LargeStateStart,1097
LittleStateEnd,1097
JumpStart,1119
BlockCoinDestroy,1127
LeftMoveStart,1129
JumpEnd,1135
JumpStart,1136
LeftMoveStart,1137
DieByGoomba,1142
JumpEnd,1145
RightMoveStart,1162
LeftMoveEnd,1163
LeftMoveStart,1177
JumpStart,1195
JumpEnd,1201
RightMoveStart,1208
JumpStart,1224
LeftMoveEnd,1226
JumpEnd,1230
LeftMoveEnd,1237
JumpStart,1239
JumpEnd,1245
StompKillGoomba,1252
RightMoveEnd,1256
RightMoveEnd,1260
RightMoveStart,1279
JumpStart,1281
RightMoveStart,1281
RightMoveEnd,1284
JumpEnd,1287
LeftMoveStart,1296
