Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,44
StompKillGoomba,76
JumpStart,82
JumpEnd,104
RightMoveStart,104
BlockCoinDestroy,126
JumpStart,141
JumpEnd,149
RightMoveEnd,153
RightMoveStart,153
BlockPowerDestroy,165
JumpStart,169
JumpEnd,177
JumpStart,180
JumpEnd,188
BlockCoinDestroy,194
RightMoveStart,195
JumpStart,198
JumpEnd,206
RightMoveEnd,208
JumpStart,209
JumpEnd,217
LeftMoveStart,225
RightMoveEnd,237
LargeStateStart,249
LittleStateEnd,249
RightMoveEnd,266
RightMoveStart,274
JumpStart,306
JumpEnd,315
JumpStart,322
JumpEnd,336
JumpStart,343
JumpEnd,355
JumpStart,359
RightMoveStart,361
RightMoveStart,363
JumpEnd,371
RightMoveEnd,387
StompKillGoomba,420
RightMoveEnd,427
RightMoveStart,429
RightMoveEnd,449
RightMoveStart,455
JumpStart,469
RightMoveStart,477
RightMoveStart,479
RightMoveStart,481
RightMoveEnd,482
RightMoveStart,483
JumpEnd,484
RightMoveEnd,484
RightMoveStart,485
RightMoveEnd,486
RightMoveStart,487
JumpStart,488
RightMoveEnd,488
RightMoveStart,489
RightMoveEnd,490
RightMoveEnd,492
JumpEnd,500
RightMoveEnd,500
RightMoveEnd,502
LeftMoveStart,507
RightMoveEnd,511
LeftMoveEnd,515
JumpStart,523
JumpEnd,534
RightMoveStart,539
JumpStart,548
JumpEnd,566
RightMoveStart,568
RightMoveStart,570
RightMoveStart,572
RightMoveEnd,573
RightMoveStart,574
RightMoveEnd,575
LeftMoveStart,576
RightMoveEnd,577
JumpStart,597
RightMoveEnd,598
LeftMoveStart,602
JumpEnd,607
RightMoveEnd,617
JumpStart,629
JumpEnd,639
LeftMoveEnd,668
RightMoveStart,669
JumpStart,689
LeftMoveStart,691
LeftMoveEnd,694
JumpEnd,705
LeftMoveStart,705
RightMoveStart,711
JumpStart,721
LeftMoveEnd,721
JumpEnd,730
LeftMoveStart,735
JumpStart,743
JumpEnd,757
JumpStart,765
BlockCoinDestroy,768
RightMoveStart,772
RightMoveEnd,776
JumpEnd,777
JumpStart,784
RightMoveEnd,785
JumpEnd,790
LeftMoveEnd,791
LeftMoveEnd,801
RightMoveStart,818
LeftMoveEnd,820
RightMoveStart,820
RightMoveStart,822
RightMoveEnd,823
JumpStart,824
RightMoveStart,824
RightMoveEnd,825
RightMoveStart,826
RightMoveEnd,827
RightMoveStart,828
RightMoveEnd,829
JumpEnd,834
JumpStart,862
RightMoveEnd,865
RightMoveStart,871
RightMoveEnd,872
RightMoveStart,873
JumpEnd,874
RightMoveStart,875
RightMoveEnd,876
RightMoveStart,877
RightMoveEnd,878
RightMoveEnd,878
RightMoveStart,879
RightMoveEnd,880
RightMoveStart,881
RightMoveEnd,882
JumpStart,883
RightMoveStart,883
RightMoveEnd,884
RightMoveStart,885
RightMoveEnd,886
RightMoveStart,887
RightMoveEnd,888
JumpEnd,895
JumpStart,911
RightMoveEnd,915
RightMoveStart,923
JumpEnd,924
RightMoveEnd,924
RightMoveStart,925
RightMoveStart,927
JumpStart,928
RightMoveEnd,928
RightMoveStart,929
RightMoveEnd,930
RightMoveStart,931
RightMoveEnd,932
RightMoveStart,933
RightMoveEnd,934
RightMoveStart,935
RightMoveEnd,936
RightMoveStart,937
RightMoveEnd,938
RightMoveStart,939
RightMoveEnd,940
RightMoveStart,941
JumpEnd,942
RightMoveEnd,942
RightMoveStart,943
RightMoveEnd,944
