Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,38
JumpStart,74
JumpEnd,86
RightMoveStart,87
RightMoveStart,89
JumpStart,91
RightMoveStart,91
RightMoveEnd,92
RightMoveStart,93
RightMoveEnd,94
RightMoveStart,95
RightMoveEnd,96
RightMoveStart,97
RightMoveEnd,98
RightMoveStart,99
RightMoveEnd,100
RightMoveStart,101
RightMoveEnd,102
RightMoveStart,103
RightMoveEnd,104
RightMoveStart,105
RightMoveEnd,106
JumpEnd,107
RightMoveStart,107
RightMoveEnd,108
RightMoveStart,109
RightMoveEnd,110
RightMoveStart,111
JumpStart,112
RightMoveEnd,112
RightMoveStart,113
RightMoveEnd,114
RightMoveStart,115
RightMoveEnd,116
RightMoveStart,117
RightMoveEnd,118
RightMoveStart,119
RightMoveEnd,120
RightMoveStart,121
RightMoveEnd,122
RightMoveStart,123
RightMoveEnd,124
RightMoveStart,125
RightMoveEnd,126
RightMoveStart,127
JumpEnd,128
RightMoveEnd,128
RightMoveStart,129
RightMoveEnd,130
LeftMoveStart,132
RightMoveEnd,132
RightMoveEnd,137
RightMoveEnd,141
RightMoveEnd,147
RightMoveStart,147
JumpStart,157
RightMoveStart,160
RightMoveStart,162
RightMoveEnd,164
RightMoveStart,164
RightMoveEnd,165
JumpEnd,167
RightMoveEnd,174
RightMoveEnd,177
JumpStart,191
RightMoveStart,193
RightMoveEnd,194
RightMoveStart,195
JumpEnd,203
LittleStateStart,210
StartLevel,210
RightMoveEnd,223
LeftMoveStart,235
RightMoveEnd,236
RightMoveStart,247
RightMoveStart,256
StartLevel,270
RightMoveStart,277
RightMoveStart,279
RightMoveStart,281
RightMoveEnd,282
RightMoveStart,283
RightMoveEnd,284
RightMoveEnd,286
JumpStart,289
LittleStateEnd,290
LeftMoveEnd,295
RightMoveStart,296
JumpEnd,299
RightMoveEnd,299
LittleStateStart,308
StartLevel,308
JumpStart,321
RightMoveStart,325
JumpEnd,331
RightMoveStart,335
RightMoveEnd,337
RightMoveStart,350
LeftMoveEnd,352
LeftMoveEnd,354
LeftMoveStart,371
RightMoveEnd,372
RightMoveEnd,373
JumpStart,375
JumpEnd,385
JumpStart,394
RightMoveEnd,395
LeftMoveStart,399
RightMoveStart,404
JumpEnd,406
RightMoveStart,406
RightMoveStart,408
RightMoveEnd,409
RightMoveStart,410
RightMoveEnd,411
RightMoveStart,412
RightMoveEnd,413
RightMoveStart,414
RightMoveEnd,415
JumpStart,416
RightMoveStart,416
RightMoveEnd,417
RightMoveStart,418
RightMoveEnd,419
RightMoveStart,420
RightMoveStart,420
RightMoveEnd,421
JumpEnd,428
LeftMoveEnd,447
LeftMoveEnd,451
LittleStateEnd,462
RightMoveEnd,474
JumpStart,475
RightMoveStart,476
RightMoveEnd,477
JumpEnd,485
LeftMoveStart,496
LittleStateEnd,500
JumpStart,504
RightMoveEnd,520
JumpEnd,522
LittleStateStart,533
RightMoveEnd,551
JumpStart,580
DeathByGap,598
JumpEnd,598
RightMoveStart,611
DeathByGap,819
DeathByGap,907
RightMoveEnd,916
LittleStateEnd,1048
LostLevel,1536
