Event,Time
LittleStateStart,0
StartLevel,0
JumpStart,52
JumpEnd,63
RightMoveStart,76
StompKillGoomba,79
BlockCoinDestroy,102
JumpStart,111
JumpEnd,120
LittleStateEnd,120
DieByGoomba,137
LittleStateStart,138
StartLevel,138
BlockCoinDestroy,145
RightMoveEnd,153
RightMoveStart,167
BlockPowerDestroy,181
RightMoveEnd,191
RightMoveStart,212
JumpStart,223
JumpEnd,245
JumpStart,254
JumpEnd,263
JumpStart,282
JumpEnd,290
BlockCoinDestroy,297
JumpStart,298
JumpEnd,306
LeftMoveStart,312
JumpStart,320
JumpEnd,328
JumpStart,334
LeftMoveStart,338
JumpEnd,342
RightMoveStart,349
RightMoveEnd,356
LeftMoveEnd,374
JumpStart,383
LargeStateStart,393
LittleStateEnd,393
JumpEnd,413
LeftMoveStart,416
JumpStart,428
JumpEnd,438
JumpStart,451
JumpEnd,457
RightMoveStart,465
RightMoveEnd,525
LeftMoveEnd,528
StompKillGoomba,530
LeftMoveEnd,542
RightMoveStart,560
JumpStart,580
JumpEnd,590
RightMoveEnd,606
RightMoveStart,618
JumpStart,622
RightMoveStart,627
JumpEnd,630
RightMoveEnd,656
RightMoveStart,666
JumpStart,668
RightMoveEnd,677
JumpEnd,696
JumpStart,709
RightMoveStart,709
RightMoveStart,711
RightMoveEnd,712
RightMoveStart,713
RightMoveEnd,714
RightMoveStart,715
RightMoveEnd,716
RightMoveStart,717
RightMoveEnd,718
JumpEnd,719
JumpStart,729
BlockPowerDestroy,743
JumpEnd,745
RightMoveEnd,747
JumpStart,751
RightMoveEnd,753
RightMoveStart,758
RightMoveEnd,759
RightMoveStart,760
RightMoveStart,762
RightMoveEnd,763
RightMoveStart,764
JumpEnd,765
RightMoveEnd,765
JumpStart,766
RightMoveStart,766
RightMoveEnd,767
RightMoveStart,768
RightMoveEnd,769
RightMoveStart,770
RightMoveEnd,771
RightMoveStart,772
RightMoveEnd,773
RightMoveStart,774
RightMoveEnd,775
RightMoveStart,776
JumpEnd,777
RightMoveEnd,777
RightMoveStart,778
RightMoveEnd,779
RightMoveStart,780
RightMoveEnd,781
RightMoveStart,782
RightMoveEnd,783
RightMoveStart,784
JumpStart,785
RightMoveEnd,785
RightMoveStart,786
RightMoveEnd,787
RightMoveStart,788
RightMoveEnd,789
RightMoveStart,790
RightMoveEnd,791
RightMoveStart,792
RightMoveEnd,793
JumpEnd,795
RightMoveEnd,800
JumpStart,830
JumpEnd,846
JumpStart,859
JumpEnd,865
LeftMoveStart,881
RightMoveEnd,882
JumpStart,897
JumpEnd,903
RightMoveStart,911
JumpStart,935
LeftMoveStart,939
JumpEnd,951
LeftMoveStart,951
RightMoveStart,962
LeftMoveEnd,965
StompKillGreenKoopa,970
JumpStart,973
LeftMoveStart,974
LeftMoveStart,981
JumpEnd,983
LargeStateEnd,986
UnleashShell,1001
LeftMoveEnd,1002
LeftMoveEnd,1004
RightMoveEnd,1024
LeftMoveEnd,1028
RightMoveStart,1031
BlockCoinDestroy,1037
JumpStart,1042
RightMoveStart,1046
JumpEnd,1052
RightMoveEnd,1057
BlockCoinDestroy,1069
JumpStart,1076
JumpEnd,1092
JumpStart,1100
BlockCoinDestroy,1105
RightMoveEnd,1113
JumpEnd,1117
BlockCoinDestroy,1133
RightMoveStart,1133
RightMoveStart,1135
LeftMoveStart,1147
RightMoveEnd,1147
RightMoveEnd,1148
BlockPowerDestroy,1175
RightMoveStart,1180
JumpStart,1191
