Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,74
RightMoveStart,90
StompKillGoomba,126
JumpStart,129
RightMoveEnd,134
JumpEnd,154
RightMoveStart,159
RightMoveEnd,178
BlockCoinDestroy,204
JumpStart,219
JumpEnd,227
RightMoveStart,232
BlockPowerDestroy,241
BlockCoinDestroy,256
JumpStart,256
JumpEnd,264
JumpStart,271
JumpEnd,279
RightMoveEnd,300
LargeStateStart,314
LittleStateEnd,314
JumpStart,335
RightMoveStart,340
JumpEnd,349
LeftMoveStart,351
JumpStart,355
JumpEnd,369
BlockCoinDestroy,389
RightMoveStart,392
RightMoveStart,398
JumpStart,405
RightMoveEnd,406
JumpEnd,411
RightMoveStart,418
RightMoveEnd,422
JumpStart,427
JumpEnd,442
RightMoveEnd,446
JumpStart,458
RightMoveEnd,458
JumpEnd,470
LargeStateEnd,478
LittleStateStart,478
JumpStart,502
RightMoveStart,513
JumpEnd,516
JumpStart,524
RightMoveEnd,527
RightMoveStart,527
RightMoveStart,529
RightMoveEnd,532
LeftMoveStart,535
JumpEnd,536
RightMoveEnd,542
RightMoveStart,546
LeftMoveStart,557
JumpStart,565
RightMoveStart,567
RightMoveEnd,573
JumpEnd,575
JumpStart,581
StompKillGoomba,583
LeftMoveEnd,588
StompKillGoomba,592
RightMoveStart,614
RightMoveStart,616
RightMoveStart,618
RightMoveEnd,619
RightMoveStart,620
RightMoveEnd,621
RightMoveEnd,621
JumpEnd,623
RightMoveEnd,623
RightMoveStart,624
RightMoveStart,626
RightMoveStart,628
RightMoveEnd,629
RightMoveEnd,629
RightMoveStart,630
RightMoveEnd,631
RightMoveStart,632
RightMoveEnd,633
JumpStart,634
RightMoveEnd,634
RightMoveEnd,635
RightMoveStart,638
RightMoveStart,640
RightMoveStart,642
RightMoveEnd,643
JumpEnd,644
RightMoveEnd,645
RightMoveEnd,662
JumpStart,681
JumpEnd,697
JumpStart,707
JumpEnd,715
LeftMoveStart,727
RightMoveEnd,728
LeftMoveEnd,729
BlockPowerDestroy,742
LeftMoveStart,744
JumpStart,757
LeftMoveEnd,759
RightMoveStart,764
JumpEnd,765
LeftMoveEnd,780
LargeStateStart,792
LittleStateEnd,792
RightMoveStart,812
JumpStart,829
JumpEnd,845
LeftMoveStart,848
RightMoveStart,852
JumpStart,853
JumpEnd,869
RightMoveEnd,895
StompKillGreenKoopa,899
BlockCoinDestroy,900
UnleashShell,902
LeftMoveEnd,906
JumpStart,912
JumpEnd,930
RightMoveEnd,933
LeftMoveEnd,955
RightMoveStart,959
RightMoveEnd,992
JumpStart,1014
JumpEnd,1028
LargeStateEnd,1028
JumpStart,1051
JumpEnd,1064
JumpStart,1075
JumpEnd,1087
RightMoveStart,1088
JumpStart,1090
RightMoveStart,1090
RightMoveStart,1092
RightMoveEnd,1093
RightMoveStart,1108
RightMoveEnd,1109
RightMoveStart,1110
JumpEnd,1111
RightMoveStart,1112
RightMoveEnd,1113
JumpStart,1114
RightMoveStart,1114
RightMoveEnd,1115
RightMoveStart,1116
RightMoveEnd,1117
RightMoveStart,1118
RightMoveEnd,1119
RightMoveStart,1120
RightMoveEnd,1121
RightMoveStart,1122
RightMoveEnd,1123
JumpEnd,1124
RightMoveEnd,1125
JumpStart,1149
JumpEnd,1160
RightMoveEnd,1166
RightMoveStart,1166
JumpStart,1168
RightMoveStart,1168
RightMoveStart,1170
RightMoveEnd,1171
JumpEnd,1180
LeftMoveStart,1183
RightMoveEnd,1184
RightMoveStart,1192
RightMoveEnd,1194
JumpStart,1197
RightMoveEnd,1211
JumpEnd,1214
RightMoveEnd,1218
JumpStart,1243
RightMoveStart,1257
JumpEnd,1258
RightMoveStart,1259
RightMoveEnd,1260
RightMoveEnd,1262
JumpStart,1264
RightMoveStart,1265
RightMoveStart,1267
RightMoveEnd,1272
JumpEnd,1277
RightMoveEnd,1287
RightMoveStart,1293
JumpStart,1296
JumpEnd,1310
RightMoveEnd,1323
BlockCoinDestroy,1337
StompKillGoomba,1341
LeftMoveStart,1343
JumpStart,1352
JumpEnd,1367
RightMoveEnd,1368
RightMoveStart,1369
JumpStart,1403
JumpEnd,1417
JumpStart,1420
RightMoveStart,1420
RightMoveStart,1422
JumpEnd,1434
RightMoveStart,1435
RightMoveEnd,1436
RightMoveStart,1437
JumpStart,1438
RightMoveStart,1439
RightMoveEnd,1440
RightMoveStart,1441
RightMoveEnd,1442
RightMoveEnd,1449
JumpEnd,1452
RightMoveStart,1454
RightMoveEnd,1455
RightMoveStart,1456
JumpStart,1457
RightMoveStart,1458
RightMoveEnd,1459
RightMoveStart,1460
RightMoveEnd,1461
JumpEnd,1468
RightMoveEnd,1468
RightMoveEnd,1472
JumpStart,1485
RightMoveEnd,1495
JumpEnd,1509
JumpStart,1510
RightMoveEnd,1513
JumpEnd,1520
LeftMoveEnd,1526
LeftMoveEnd,1528
LittleStateStart,2566
RightMoveStart,3050
LittleStateEnd,3058
RightMoveEnd,3110
WonLevel,4213
