Event,Time
StompKillGoomba,-2
StompKillGoomba,-2
StompKillGoomba,-2
LittleStateStart,0
StartLevel,0
StompKillGreenKoopa,11
RightMoveStart,27
RightMoveStart,34
RightMoveStart,36
RightMoveStart,38
RightMoveEnd,39
JumpStart,40
RightMoveStart,40
RunStateStart,40
RightMoveEnd,41
RightMoveEnd,42
RightMoveEnd,43
RightMoveStart,44
RunStateEnd,44
JumpEnd,49
LeftMoveStart,61
RightMoveEnd,64
RightMoveStart,73
RightMoveEnd,77
StompKillGreenKoopa,78
JumpStart,79
JumpEnd,104
LeftMoveStart,128
LeftMoveEnd,150
RightMoveEnd,151
RightMoveStart,151
RightMoveEnd,159
RunStateStart,161
RightMoveEnd,162
LeftMoveEnd,167
JumpStart,168
RunStateEnd,173
StompKillGoomba,174
JumpEnd,179
LeftMoveStart,179
StompKillGoomba,200
LeftMoveEnd,202
StompKillGreenKoopa,203
RightMoveStart,206
JumpStart,207
StompKillGoomba,222
JumpEnd,228
RightMoveStart,231
LeftMoveEnd,250
RightMoveEnd,256
StompKillGoomba,260
JumpStart,267
LeftMoveStart,276
StompKillGreenKoopa,279
RightMoveEnd,283
JumpEnd,288
RightMoveStart,294
RightMoveEnd,300
LeftMoveEnd,307
UnleashShell,314
JumpStart,320
LeftMoveStart,324
JumpEnd,335
StompKillGreenKoopa,339
ShellKillGoomba,343
JumpStart,347
RightMoveStart,347
LeftMoveStart,356
JumpEnd,368
RightMoveStart,372
RightMoveEnd,373
JumpStart,380
LeftMoveStart,380
LeftMoveEnd,390
JumpEnd,394
LeftMoveEnd,394
StompKillGoomba,396
JumpStart,398
LeftMoveEnd,403
RightMoveEnd,404
RightMoveEnd,408
RightMoveStart,408
LeftMoveStart,412
RightMoveEnd,415
JumpEnd,428
RightMoveStart,430
LeftMoveEnd,431
UnleashShell,440
RightMoveEnd,447
LeftMoveEnd,461
JumpStart,489
JumpEnd,504
LeftMoveStart,506
RightMoveStart,513
StompKillGoomba,520
JumpStart,523
RightMoveEnd,527
JumpEnd,548
RunStateStart,565
JumpStart,581
JumpEnd,597
RunStateEnd,597
LittleStateEnd,598
LeftMoveEnd,606
LittleStateStart,616
StartLevel,616
RightMoveStart,632
RightMoveEnd,635
RunStateStart,647
RunStateEnd,652
RunStateStart,658
JumpStart,660
RightMoveStart,664
RunStateEnd,665
JumpEnd,669
JumpStart,673
RunStateStart,676
RunStateEnd,683
JumpEnd,691
JumpStart,694
RunStateStart,694
RunStateEnd,701
JumpEnd,709
LeftMoveStart,712
RightMoveStart,718
RunStateStart,719
JumpStart,724
RunStateEnd,733
JumpEnd,737
RightMoveEnd,743
LittleStateStart,746
RunStateStart,746
JumpStart,747
RunStateEnd,759
JumpEnd,761
RightMoveStart,764
RunStateStart,764
JumpStart,766
RightMoveStart,769
JumpEnd,775
JumpStart,779
RightMoveStart,784
RunStateEnd,785
JumpEnd,787
RightMoveEnd,787
StompKillGreenKoopa,803
RunStateStart,805
RightMoveEnd,811
RightMoveEnd,817
RunStateEnd,821
JumpStart,824
RunStateStart,825
RunStateEnd,830
DieByGreenKoopa,846
RunStateStart,847
JumpEnd,848
JumpStart,861
RightMoveEnd,863
RightMoveStart,864
RunStateEnd,870
JumpEnd,874
LeftMoveEnd,889
UnleashShell,900
RunStateStart,912
JumpStart,921
RunStateEnd,929
JumpEnd,930
LeftMoveStart,941
RightMoveStart,953
JumpStart,966
JumpEnd,981
RunStateStart,998
JumpStart,1007
RightMoveEnd,1020
RunStateEnd,1020
JumpEnd,1024
RightMoveStart,1025
RightMoveStart,1032
RightMoveStart,1034
RunStateStart,1034
JumpStart,1037
RightMoveEnd,1037
RunStateEnd,1037
RightMoveStart,1038
RightMoveEnd,1040
RightMoveStart,1040
RightMoveEnd,1043
RightMoveEnd,1044
RightMoveStart,1044
JumpEnd,1046
LeftMoveStart,1061
RightMoveEnd,1064
RightMoveStart,1078
JumpStart,1085
RightMoveEnd,1098
RightMoveStart,1102
JumpEnd,1103
RightMoveStart,1104
RightMoveEnd,1107
RightMoveEnd,1113
LeftMoveStart,1117
JumpStart,1121
RightMoveEnd,1127
RightMoveEnd,1135
JumpEnd,1138
LeftMoveStart,1141
JumpStart,1143
JumpEnd,1157
LittleStateStart,1159
StartLevel,1159
RightMoveStart,1161
StartLevel,1169
LeftMoveStart,1172
RightMoveStart,1177
LeftMoveEnd,1181
LeftMoveEnd,1184
LeftMoveEnd,1194
LeftMoveEnd,1197
RightMoveStart,1198
JumpStart,1201
RunStateStart,1201
RightMoveStart,1202
RunStateStart,1202
RightMoveEnd,1203
RightMoveStart,1205
LeftMoveEnd,1207
JumpStart,1209
RightMoveStart,1209
JumpEnd,1210
LeftMoveStart,1212
RightMoveEnd,1218
RunStateEnd,1219
RightMoveStart,1222
RightMoveStart,1224
JumpEnd,1225
RightMoveEnd,1227
RightMoveEnd,1227
LeftMoveStart,1229
RightMoveStart,1230
RunStateStart,1230
JumpStart,1234
RunStateEnd,1235
RightMoveStart,1236
RightMoveStart,1236
RightMoveEnd,1237
RightMoveEnd,1240
RightMoveEnd,1243
RightMoveStart,1244
RightMoveStart,1246
JumpEnd,1247
RightMoveStart,1248
RightMoveEnd,1249
RightMoveStart,1250
RightMoveEnd,1251
RunStateStart,1251
JumpStart,1252
RightMoveEnd,1253
RightMoveEnd,1253
RightMoveEnd,1253
RightMoveStart,1256
RunStateEnd,1257
JumpEnd,1262
JumpStart,1267
JumpStart,1270
JumpEnd,1283
RightMoveStart,1283
JumpEnd,1285
RightMoveStart,1285
JumpStart,1287
RightMoveStart,1287
JumpStart,1288
RightMoveEnd,1288
RightMoveStart,1289
RightMoveEnd,1290
RightMoveStart,1291
LeftMoveEnd,1292
RightMoveEnd,1292
RightMoveEnd,1294
JumpEnd,1302
JumpEnd,1303
RightMoveEnd,1313
RightMoveStart,1321
LeftMoveStart,1323
RightMoveStart,1325
RightMoveStart,1327
RightMoveEnd,1328
RightMoveEnd,1330
RightMoveEnd,1330
RightMoveEnd,1331
RightMoveStart,1334
RightMoveStart,1335
JumpStart,1336
RightMoveStart,1337
JumpStart,1339
RightMoveStart,1339
RightMoveEnd,1340
RightMoveEnd,1344
JumpEnd,1348
RightMoveEnd,1354
RightMoveEnd,1357
JumpEnd,1361
RightMoveStart,1367
RightMoveStart,1376
JumpStart,1386
LeftMoveStart,1407
JumpEnd,1409
RightMoveStart,1414
RightMoveStart,1419
JumpStart,1423
LeftMoveStart,1427
JumpStart,1435
JumpEnd,1439
RightMoveEnd,1439
RightMoveEnd,1441
RightMoveEnd,1442
LeftMoveEnd,1444
RightMoveStart,1444
JumpStart,1447
JumpEnd,1448
LeftMoveStart,1450
LeftMoveStart,1457
RightMoveStart,1462
LeftMoveEnd,1463
JumpEnd,1467
RightMoveStart,1470
RunStateEnd,1471
LittleStateEnd,1474
RunStateStart,1475
RightMoveStart,1477
RightMoveEnd,1478
JumpStart,1480
RightMoveEnd,1481
RunStateEnd,1486
RightMoveEnd,1487
RightMoveEnd,1497
LeftMoveStart,1499
JumpEnd,1501
LeftMoveEnd,1502
LeftMoveEnd,1506
RunStateStart,1516
JumpStart,1529
RightMoveEnd,1535
JumpEnd,1545
JumpStart,1548
RunStateEnd,1554
RightMoveStart,1561
JumpEnd,1562
RightMoveStart,1563
JumpStart,1568
LeftMoveStart,1570
JumpStart,1577
JumpEnd,1586
JumpEnd,1589
RunStateStart,1590
LeftMoveStart,1601
RunStateEnd,1601
JumpStart,1605
JumpEnd,1620
RunStateStart,1621
RunStateStart,1622
RightMoveStart,1623
RunStateEnd,1632
JumpStart,1635
LeftMoveEnd,1642
RunStateEnd,1643
RunStateStart,1645
JumpEnd,1647
RightMoveStart,1649
JumpStart,1653
LeftMoveStart,1653
RunStateEnd,1661
RightMoveStart,1663
RightMoveEnd,1668
JumpEnd,1669
LeftMoveStart,1669
LeftMoveEnd,1673
LeftMoveStart,1675
LeftMoveStart,1675
RightMoveStart,1683
RunStateStart,1690
JumpStart,1692
RightMoveStart,1700
RunStateEnd,1701
LeftMoveEnd,1703
JumpEnd,1707
RightMoveEnd,1707
RightMoveStart,1709
LeftMoveEnd,1713
LeftMoveStart,1713
LeftMoveEnd,1714
RightMoveEnd,1714
RightMoveEnd,1714
LeftMoveStart,1718
LeftMoveStart,1723
LeftMoveStart,1723
RightMoveStart,1732
RightMoveStart,1735
LeftMoveEnd,1742
RunStateStart,1743
RightMoveEnd,1749
LeftMoveEnd,1753
LeftMoveStart,1753
RightMoveEnd,1754
LittleStateEnd,1757
RunStateEnd,1757
RunStateStart,1760
RightMoveEnd,1777
LeftMoveEnd,1779
LeftMoveEnd,1783
RightMoveStart,1792
RunStateStart,1796
RunStateEnd,1800
RightMoveEnd,1801
JumpStart,1811
LeftMoveStart,1812
LeftMoveEnd,1821
RunStateEnd,1825
JumpEnd,1828
RightMoveStart,1828
LeftMoveStart,1831
JumpStart,1837
RightMoveEnd,1837
RightMoveStart,1837
RunStateStart,1840
RunStateEnd,1844
JumpEnd,1847
LeftMoveStart,1850
RightMoveEnd,1858
RightMoveStart,1859
JumpStart,1863
RightMoveEnd,1865
RightMoveStart,1870
LeftMoveEnd,1877
LeftMoveEnd,1878
JumpEnd,1880
JumpStart,1882
RightMoveStart,1882
RightMoveStart,1884
RightMoveStart,1886
RightMoveEnd,1887
RightMoveEnd,1887
RightMoveStart,1888
RightMoveEnd,1889
RightMoveStart,1890
RightMoveEnd,1891
JumpEnd,1892
LeftMoveEnd,1900
