Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,51
JumpStart,67
JumpEnd,81
RightMoveStart,81
StompKillGoomba,85
JumpStart,88
BlockCoinDestroy,106
JumpEnd,113
JumpStart,121
JumpEnd,129
JumpStart,141
RightMoveEnd,144
JumpEnd,149
JumpStart,152
JumpEnd,160
BlockPowerDestroy,162
JumpStart,166
LeftMoveStart,168
JumpEnd,174
BlockCoinDestroy,176
JumpStart,177
RightMoveStart,182
JumpEnd,185
JumpStart,191
RightMoveEnd,197
JumpEnd,199
JumpStart,209
LeftMoveStart,214
LargeStateStart,216
LittleStateEnd,216
JumpEnd,237
BlockCoinDestroy,242
JumpStart,243
JumpEnd,255
LeftMoveStart,256
JumpStart,258
JumpEnd,264
LeftMoveEnd,293
LeftMoveEnd,314
RightMoveEnd,314
RightMoveStart,354
JumpStart,362
LeftMoveEnd,366
JumpEnd,379
JumpStart,386
RightMoveStart,387
RightMoveStart,391
JumpEnd,398
DuckStart,403
DuckEnd,410
RightMoveEnd,421
JumpStart,428
JumpEnd,440
DuckStart,443
DuckEnd,447
RightMoveEnd,456
RightMoveStart,457
StompKillGoomba,458
JumpStart,463
RightMoveStart,481
RightMoveStart,483
RightMoveStart,485
RightMoveEnd,486
RightMoveStart,487
RightMoveEnd,488
JumpEnd,489
JumpStart,489
RightMoveStart,489
RightMoveEnd,490
RightMoveStart,491
RightMoveEnd,492
RightMoveStart,493
RightMoveEnd,494
RightMoveStart,495
RightMoveEnd,496
RightMoveStart,497
RightMoveEnd,498
JumpEnd,499
StompKillGoomba,503
RightMoveEnd,506
StompKillGoomba,512
RightMoveEnd,529
RightMoveStart,531
RightMoveEnd,546
JumpStart,549
RightMoveEnd,550
RightMoveStart,562
RightMoveStart,564
RightMoveStart,566
JumpEnd,567
RightMoveEnd,567
RightMoveStart,568
RightMoveEnd,569
RightMoveStart,570
RightMoveEnd,571
JumpStart,572
RightMoveStart,572
RightMoveEnd,573
RightMoveStart,574
RightMoveEnd,575
RightMoveStart,576
RightMoveEnd,577
RightMoveStart,578
RightMoveEnd,579
RightMoveStart,580
RightMoveEnd,581
JumpEnd,582
JumpStart,587
RightMoveEnd,594
RightMoveEnd,595
JumpEnd,607
RunStateStart,619
RunStateEnd,622
RightMoveEnd,629
RunStateStart,638
LeftMoveStart,639
RightMoveStart,660
JumpStart,677
BlockPowerDestroy,684
JumpEnd,690
JumpStart,700
JumpEnd,706
RunStateEnd,709
RunStateStart,712
RightMoveStart,713
JumpStart,722
JumpEnd,728
RightMoveStart,731
JumpStart,737
LeftMoveStart,740
LargeStateEnd,743
RunStateEnd,746
RightMoveEnd,757
JumpEnd,764
RunStateStart,764
RunStateEnd,767
RunStateStart,769
RunStateEnd,771
RunStateStart,773
RightMoveEnd,776
RunStateEnd,776
RunStateStart,778
RunStateEnd,781
RightMoveStart,784
RightMoveEnd,785
RightMoveStart,786
JumpStart,788
JumpEnd,794
JumpStart,795
RightMoveEnd,797
JumpEnd,804
JumpStart,807
RightMoveStart,812
JumpEnd,823
JumpStart,829
RightMoveStart,837
RightMoveEnd,838
JumpEnd,839
JumpStart,844
RightMoveEnd,844
JumpEnd,854
JumpStart,858
JumpEnd,874
JumpStart,877
LeftMoveEnd,884
JumpEnd,893
BlockPowerDestroy,920
JumpStart,923
LeftMoveStart,931
JumpEnd,933
RightMoveEnd,933
JumpStart,936
FireKillGreenKoopa,940
JumpEnd,942
RightMoveStart,945
RunStateStart,948
