Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,32
StompKillGoomba,63
JumpStart,67
BlockCoinDestroy,79
StartLevel,87
JumpEnd,91
JumpStart,94
JumpEnd,102
LittleStateStart,103
StartLevel,103
JumpStart,118
JumpEnd,126
BlockPowerDestroy,127
LeftMoveStart,134
JumpStart,142
LeftMoveEnd,146
RightMoveStart,147
JumpEnd,150
JumpStart,158
JumpEnd,166
LittleStateEnd,172
RightMoveStart,174
RightMoveEnd,182
LeftMoveStart,194
LargeStateStart,196
LittleStateEnd,196
RightMoveEnd,220
JumpStart,223
RightMoveStart,227
JumpEnd,229
BlockCoinDestroy,231
LeftMoveStart,239
JumpStart,247
JumpEnd,253
RightMoveStart,254
JumpStart,263
LeftMoveStart,268
JumpEnd,279
LeftMoveStart,279
RightMoveEnd,283
LeftMoveEnd,286
RightMoveStart,287
RightMoveEnd,291
RightMoveEnd,294
JumpStart,295
LeftMoveEnd,297
LeftMoveEnd,297
LeftMoveEnd,298
LeftMoveEnd,305
JumpEnd,308
LeftMoveStart,311
JumpStart,312
JumpEnd,330
RightMoveStart,334
JumpStart,341
RightMoveEnd,343
LeftMoveStart,346
JumpEnd,357
LeftMoveStart,357
LeftMoveEnd,365
RightMoveStart,367
LeftMoveEnd,370
JumpStart,374
LeftMoveStart,375
LeftMoveStart,382
BlockCoinDestroy,383
JumpEnd,384
LeftMoveEnd,389
RightMoveEnd,392
LeftMoveEnd,398
JumpStart,399
JumpEnd,405
RightMoveStart,405
RightMoveEnd,407
LeftMoveEnd,411
JumpStart,412
JumpEnd,430
RunStateStart,442
RunStateEnd,445
JumpStart,446
StompKillGoomba,446
JumpEnd,458
JumpStart,477
RightMoveStart,477
RightMoveStart,479
RightMoveStart,481
RightMoveEnd,482
RightMoveStart,483
RightMoveEnd,484
RightMoveStart,485
RightMoveEnd,486
JumpEnd,487
JumpStart,492
StompKillGoomba,492
RightMoveEnd,506
RightMoveStart,513
RightMoveEnd,514
JumpEnd,520
StompKillGoomba,539
LeftMoveStart,540
JumpStart,545
RightMoveEnd,550
RightMoveStart,555
RightMoveEnd,557
JumpEnd,567
RightMoveEnd,567
JumpStart,570
JumpEnd,580
JumpStart,609
JumpEnd,625
JumpStart,637
JumpEnd,643
BlockPowerDestroy,657
LeftMoveStart,658
LittleStateStart,665
JumpStart,673
JumpEnd,679
RightMoveStart,679
JumpStart,691
LeftMoveStart,697
RightMoveEnd,699
JumpEnd,707
LeftMoveStart,707
LeftMoveEnd,712
RightMoveStart,714
RightMoveStart,717
JumpStart,725
LeftMoveEnd,726
LeftMoveStart,730
JumpEnd,741
LeftMoveStart,741
LeftMoveEnd,743
LeftMoveStart,746
LeftMoveEnd,754
LeftMoveEnd,761
RightMoveEnd,767
RightMoveStart,769
JumpStart,773
LeftMoveEnd,773
FireStateStart,777
LargeStateEnd,777
LeftMoveEnd,796
RightMoveStart,798
RightMoveStart,800
RightMoveStart,802
RightMoveEnd,803
RightMoveStart,804
JumpEnd,805
RightMoveEnd,805
RightMoveEnd,820
RightMoveEnd,828
RightMoveEnd,833
RunStateStart,836
RightMoveEnd,849
FireStateEnd,865
RunStateEnd,865
LittleStateStart,883
RunStateStart,883
StartLevel,883
LeftMoveStart,884
RunStateEnd,913
LittleStateEnd,968
LittleStateEnd,1312
DeathByGap,1336
DieByGoomba,1336
DieByGoomba,1336
LostLevel,1845
