Event,Time
LittleStateStart,0
StartLevel,0
JumpStart,61
JumpEnd,74
LittleStateEnd,75
LittleStateStart,91
StartLevel,91
DieByGoomba,92
LittleStateStart,93
StartLevel,93
RightMoveStart,115
BlockPowerDestroy,125
JumpStart,150
JumpStart,151
JumpEnd,164
DieByGoomba,166
JumpEnd,166
LittleStateEnd,166
RightMoveStart,171
JumpStart,190
JumpEnd,198
RightMoveEnd,205
LeftMoveStart,208
JumpStart,217
JumpEnd,225
RightMoveStart,225
JumpStart,230
JumpEnd,239
RightMoveStart,246
RightMoveEnd,263
LargeStateStart,289
LittleStateEnd,289
RightMoveEnd,295
RightMoveEnd,296
RightMoveStart,315
JumpStart,318
JumpEnd,334
RightMoveStart,341
JumpStart,343
RightMoveStart,343
RightMoveStart,345
RightMoveEnd,346
RightMoveStart,347
RightMoveEnd,348
JumpEnd,357
LeftMoveEnd,358
RightMoveEnd,368
RightMoveStart,368
RightMoveEnd,369
RightMoveEnd,385
JumpStart,388
JumpEnd,400
JumpStart,430
RightMoveEnd,444
JumpEnd,445
LargeStateEnd,446
LittleStateStart,446
RightMoveStart,467
JumpStart,473
RightMoveStart,485
RightMoveStart,487
RightMoveStart,489
RightMoveEnd,490
RightMoveStart,491
JumpEnd,492
RightMoveEnd,492
StartLevel,493
RightMoveEnd,494
JumpStart,501
RightMoveEnd,504
RightMoveStart,506
JumpEnd,511
RightMoveEnd,522
JumpStart,549
JumpEnd,565
LittleStateEnd,566
RightMoveEnd,583
LittleStateStart,699
DieByGoomba,754
RightMoveStart,798
RightMoveEnd,1064
LittleStateEnd,1380
LostLevel,1629
