Event,Time
StompKillGoomba,-2
StompKillGoomba,-2
StompKillGoomba,-2
LittleStateStart,0
StartLevel,0
RightMoveStart,35
StompKillGreenKoopa,35
JumpStart,37
UnleashShell,45
StompKillGreenKoopa,54
LeftMoveStart,63
UnleashShell,64
StompKillGreenKoopa,66
JumpEnd,73
LittleStateEnd,77
DeathByShell,94
LittleStateStart,95
StartLevel,95
RightMoveEnd,114
StartLevel,127
JumpStart,134
RightMoveStart,134
JumpEnd,144
RightMoveEnd,153
RightMoveStart,153
LeftMoveEnd,154
RightMoveEnd,158
JumpStart,165
StompKillGoomba,176
RightMoveStart,182
JumpEnd,186
RightMoveEnd,200
LeftMoveStart,202
LeftMoveEnd,212
RightMoveStart,217
StompKillGoomba,220
JumpStart,226
RightMoveEnd,227
JumpEnd,236
JumpStart,236
JumpEnd,244
LeftMoveStart,245
StompKillGreenKoopa,246
LeftMoveEnd,260
RightMoveStart,261
JumpStart,276
RightMoveEnd,279
UnleashShell,283
LeftMoveStart,289
ShellKillGoomba,293
ShellKillGreenKoopa,296
JumpEnd,299
RightMoveStart,299
LeftMoveEnd,303
JumpStart,319
RightMoveEnd,332
RightMoveStart,333
LeftMoveEnd,342
LittleStateStart,342
StartLevel,342
JumpEnd,343
JumpStart,346
RightMoveStart,366
JumpEnd,370
RightMoveEnd,370
RightMoveStart,373
RightMoveStart,375
RightMoveStart,377
JumpStart,378
RightMoveEnd,378
LeftMoveStart,379
RightMoveStart,379
RightMoveEnd,380
RightMoveEnd,381
RightMoveStart,381
RightMoveEnd,382
JumpEnd,394
JumpStart,401
JumpStart,408
RightMoveEnd,412
LittleStateStart,416
JumpEnd,417
LeftMoveStart,417
RightMoveEnd,418
LittleStateEnd,419
RightMoveStart,422
JumpEnd,431
JumpStart,432
RightMoveStart,446
JumpEnd,449
LittleStateEnd,451
RightMoveEnd,466
LeftMoveEnd,495
DieByGoomba,568
RunStateStart,620
DieByGreenKoopa,705
RightMoveEnd,764
LittleStateEnd,814
RunStateEnd,814
LostLevel,1098
