Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,51
JumpStart,72
JumpEnd,86
RightMoveStart,90
StompKillGoomba,92
JumpStart,95
JumpEnd,120
LeftMoveStart,122
RightMoveStart,125
RightMoveEnd,147
JumpStart,151
BlockCoinDestroy,153
LeftMoveStart,158
RightMoveEnd,160
JumpEnd,163
LeftMoveStart,165
JumpStart,168
JumpEnd,176
RightMoveStart,181
BlockPowerDestroy,184
LeftMoveEnd,187
RightMoveEnd,192
LeftMoveEnd,196
JumpStart,199
JumpEnd,207
JumpStart,210
BlockCoinDestroy,212
LeftMoveStart,217
JumpEnd,218
JumpStart,227
JumpEnd,235
RightMoveStart,244
LargeStateStart,258
LittleStateEnd,258
LeftMoveEnd,263
RightMoveEnd,272
LeftMoveStart,287
JumpStart,290
BlockCoinDestroy,292
LeftMoveEnd,292
JumpEnd,300
JumpStart,308
JumpEnd,314
RightMoveStart,315
LeftMoveStart,337
JumpStart,344
RightMoveEnd,349
JumpEnd,350
JumpStart,354
JumpEnd,360
JumpStart,363
RightMoveStart,370
JumpEnd,374
JumpStart,379
LeftMoveEnd,384
JumpEnd,385
JumpStart,389
JumpEnd,395
JumpStart,403
RightMoveEnd,407
RightMoveStart,407
JumpEnd,412
LeftMoveStart,414
LeftMoveEnd,419
RightMoveStart,421
RightMoveStart,423
RightMoveStart,425
RightMoveEnd,426
RightMoveStart,427
RightMoveEnd,428
LeftMoveStart,430
RightMoveEnd,430
JumpStart,431
RightMoveStart,433
RightMoveEnd,436
JumpEnd,440
DuckStart,442
DuckEnd,448
LeftMoveEnd,448
RightMoveEnd,450
JumpStart,461
RightMoveEnd,461
DuckStart,473
JumpEnd,473
DuckEnd,484
StompKillGoomba,491
LeftMoveEnd,496
JumpStart,498
RightMoveStart,511
RightMoveStart,513
RightMoveStart,515
RightMoveEnd,516
RightMoveEnd,516
RightMoveStart,517
RightMoveEnd,518
RightMoveStart,519
RightMoveEnd,520
RightMoveStart,521
JumpEnd,522
RightMoveEnd,522
JumpStart,523
RightMoveStart,523
RightMoveEnd,524
RightMoveStart,525
RightMoveEnd,526
RightMoveStart,527
RightMoveEnd,528
RightMoveStart,529
RightMoveEnd,530
RightMoveStart,531
RightMoveEnd,532
JumpEnd,533
StompKillGoomba,539
DuckStart,541
DuckEnd,547
JumpStart,573
LeftMoveStart,575
RightMoveEnd,576
JumpEnd,588
LargeStateEnd,589
LeftMoveStart,589
LittleStateStart,589
RightMoveEnd,590
JumpStart,610
RightMoveStart,622
JumpEnd,623
StompKillGoomba,627
JumpStart,631
LeftMoveEnd,635
JumpEnd,655
RightMoveStart,658
JumpStart,659
RightMoveStart,660
RightMoveStart,662
RightMoveEnd,663
RightMoveStart,664
RightMoveEnd,665
RightMoveStart,666
RightMoveEnd,667
JumpEnd,669
RightMoveEnd,695
JumpStart,711
JumpEnd,727
LeftMoveEnd,730
JumpStart,742
RightMoveEnd,746
JumpEnd,750
BlockPowerDestroy,756
LeftMoveStart,760
RightMoveEnd,761
JumpStart,771
JumpEnd,779
RightMoveStart,782
LargeStateStart,806
LittleStateEnd,806
LeftMoveStart,825
LeftMoveStart,829
JumpStart,834
LeftMoveStart,842
JumpEnd,844
LeftMoveEnd,844
LeftMoveStart,854
JumpStart,861
LeftMoveEnd,864
RightMoveStart,866
JumpEnd,877
LeftMoveEnd,877
LeftMoveStart,879
JumpStart,892
LeftMoveEnd,892
RightMoveStart,892
JumpEnd,902
