Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,104
JumpStart,118
JumpEnd,133
BlockCoinDestroy,136
JumpStart,151
JumpEnd,159
LeftMoveStart,171
RightMoveStart,182
BlockCoinDestroy,188
JumpStart,192
JumpEnd,200
JumpStart,203
JumpEnd,211
LeftMoveStart,211
LeftMoveStart,214
JumpStart,218
JumpEnd,226
JumpStart,237
BlockPowerDestroy,239
JumpEnd,246
RightMoveStart,246
LeftMoveEnd,248
JumpStart,253
LeftMoveEnd,253
JumpEnd,262
RightMoveEnd,288
RightMoveEnd,291
LeftMoveStart,300
JumpStart,304
LargeStateStart,305
LittleStateEnd,305
JumpEnd,333
JumpStart,336
LeftMoveStart,337
JumpEnd,352
LeftMoveStart,352
RightMoveStart,360
RightMoveEnd,363
LeftMoveEnd,369
LeftMoveEnd,374
RightMoveStart,377
JumpStart,379
LeftMoveEnd,384
RightMoveStart,387
JumpEnd,388
LeftMoveEnd,388
RightMoveEnd,395
LeftMoveStart,400
JumpStart,401
RightMoveEnd,409
LeftMoveStart,418
JumpEnd,419
RightMoveStart,424
JumpStart,426
JumpEnd,438
LeftMoveEnd,441
JumpStart,459
LeftMoveEnd,465
JumpEnd,467
StompKillGoomba,475
JumpStart,477
RightMoveEnd,490
RightMoveStart,498
RightMoveStart,500
RightMoveStart,502
RightMoveEnd,503
RightMoveStart,504
RightMoveEnd,505
JumpEnd,506
RightMoveStart,506
RightMoveEnd,507
JumpStart,508
RightMoveStart,508
RightMoveEnd,509
RightMoveStart,510
RightMoveEnd,511
RightMoveStart,512
RightMoveEnd,513
RightMoveStart,514
RightMoveEnd,515
RightMoveStart,516
RightMoveEnd,517
JumpEnd,518
RightMoveEnd,534
JumpStart,536
JumpEnd,554
JumpStart,560
RightMoveStart,567
RightMoveEnd,568
JumpEnd,570
RightMoveEnd,573
JumpStart,604
JumpEnd,619
JumpStart,638
JumpEnd,644
LeftMoveStart,658
BlockPowerDestroy,663
JumpStart,679
JumpEnd,685
RightMoveStart,689
JumpStart,704
LeftMoveStart,707
RightMoveEnd,708
LargeStateEnd,712
JumpEnd,732
RightMoveStart,745
JumpStart,751
RunStateStart,752
RightMoveStart,759
RunStateEnd,760
JumpEnd,761
FireKillGoomba,769
JumpStart,783
LeftMoveEnd,793
JumpEnd,799
FireKillGreenKoopa,813
RightMoveEnd,814
RunStateStart,826
RightMoveEnd,828
RunStateEnd,829
BlockCoinDestroy,836
LeftMoveStart,839
JumpStart,852
RightMoveEnd,852
JumpEnd,858
RightMoveStart,862
BlockCoinDestroy,867
BlockCoinDestroy,879
JumpStart,883
JumpEnd,889
JumpStart,895
JumpEnd,901
JumpStart,906
JumpEnd,917
LeftMoveStart,918
JumpStart,925
LeftMoveEnd,928
BlockCoinDestroy,930
JumpEnd,938
JumpStart,945
JumpEnd,952
JumpStart,961
BlockPowerDestroy,963
LeftMoveStart,969
JumpEnd,971
JumpStart,979
JumpEnd,985
RightMoveStart,990
LeftMoveEnd,993
JumpStart,995
JumpEnd,1008
RightMoveStart,1017
JumpStart,1020
RightMoveEnd,1020
LeftMoveEnd,1034
JumpEnd,1039
LeftMoveEnd,1044
JumpStart,1046
JumpEnd,1052
RunStateStart,1057
RunStateEnd,1059
RunStateStart,1066
RunStateEnd,1068
LeftMoveStart,1076
RightMoveEnd,1089
FireKillGoomba,1092
RightMoveStart,1098
RunStateStart,1106
RunStateEnd,1108
JumpStart,1116
StompKillGoomba,1125
JumpEnd,1129
JumpStart,1132
RightMoveEnd,1135
LeftMoveStart,1142
JumpEnd,1153
RightMoveStart,1156
JumpStart,1190
RightMoveEnd,1201
RightMoveStart,1202
LeftMoveEnd,1204
JumpEnd,1206
JumpStart,1216
BlockCoinDestroy,1220
LeftMoveEnd,1221
RightMoveStart,1225
JumpEnd,1226
BlockCoinDestroy,1236
JumpStart,1236
JumpEnd,1242
RightMoveEnd,1249
JumpStart,1252
JumpEnd,1258
RightMoveEnd,1259
JumpStart,1264
RightMoveStart,1264
RightMoveEnd,1266
JumpEnd,1275
JumpStart,1278
JumpEnd,1288
JumpStart,1294
RightMoveStart,1303
JumpEnd,1306
JumpStart,1312
JumpEnd,1328
RightMoveEnd,1330
JumpStart,1343
JumpEnd,1355
RightMoveStart,1359
JumpStart,1360
RightMoveStart,1368
JumpEnd,1373
JumpStart,1375
JumpEnd,1392
RightMoveEnd,1397
RightMoveStart,1412
JumpStart,1414
RightMoveStart,1414
RightMoveEnd,1416
RightMoveStart,1416
RightMoveEnd,1417
RightMoveStart,1418
RightMoveEnd,1419
RightMoveEnd,1420
JumpEnd,1424
FireKillGoomba,1428
FireKillGoomba,1437
RunStateStart,1444
RunStateEnd,1446
RunStateStart,1450
RunStateEnd,1453
BlockCoinDestroy,1455
RightMoveEnd,1457
RightMoveEnd,1461
RightMoveStart,1467
JumpStart,1471
JumpEnd,1477
JumpStart,1495
JumpEnd,1507
JumpStart,1509
JumpEnd,1519
RightMoveStart,1521
JumpStart,1522
RightMoveStart,1523
RightMoveStart,1525
RightMoveEnd,1526
JumpEnd,1534
JumpStart,1537
RightMoveStart,1538
RightMoveEnd,1539
RightMoveStart,1540
JumpEnd,1548
JumpStart,1551
RightMoveEnd,1552
RightMoveEnd,1569
JumpEnd,1573
RightMoveEnd,1576
RightMoveStart,1581
RightMoveEnd,1582
RightMoveStart,1583
RightMoveEnd,1586
JumpStart,1595
JumpEnd,1608
RightMoveEnd,1623
FireStateStart,2338
RightMoveStart,3226
FireStateEnd,3234
RightMoveEnd,3251
WonLevel,4242
