Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,42
JumpStart,57
JumpEnd,70
BlockCoinDestroy,77
JumpStart,92
JumpEnd,100
LeftMoveStart,102
RightMoveStart,107
JumpStart,119
JumpEnd,133
JumpStart,148
RightMoveEnd,160
JumpEnd,163
JumpStart,167
JumpEnd,181
LeftMoveStart,194
RightMoveStart,220
JumpStart,223
LeftMoveEnd,225
JumpEnd,233
RightMoveEnd,258
LeftMoveStart,271
JumpStart,279
BlockPowerDestroy,280
LeftMoveEnd,288
JumpEnd,289
JumpStart,295
RightMoveStart,301
JumpEnd,303
BlockPowerDestroy,314
RightMoveEnd,321
LargeStateStart,326
LittleStateEnd,326
JumpStart,351
RightMoveEnd,356
JumpEnd,364
LeftMoveEnd,377
RightMoveEnd,383
JumpStart,391
JumpEnd,401
JumpStart,407
CollectCoin,426
JumpEnd,427
JumpStart,449
JumpEnd,461
DuckStart,473
DuckEnd,495
DuckStart,505
DuckEnd,518
JumpStart,522
RightMoveStart,524
JumpEnd,537
RightMoveStart,537
RightMoveStart,539
RightMoveStart,541
JumpStart,542
RightMoveEnd,542
RightMoveEnd,543
RightMoveStart,543
RightMoveEnd,544
RightMoveStart,545
RightMoveEnd,546
CollectCoin,548
RightMoveEnd,551
CollectCoin,552
JumpEnd,554
CollectCoin,555
JumpStart,560
JumpEnd,578
BlockPowerDestroy,602
JumpStart,608
JumpEnd,626
LeftMoveEnd,633
LeftMoveStart,637
RightMoveEnd,638
RightMoveStart,641
JumpStart,653
JumpEnd,669
DuckStart,687
DuckEnd,693
JumpStart,699
RightMoveStart,701
RightMoveStart,703
RightMoveStart,705
RightMoveEnd,706
RightMoveStart,707
RightMoveEnd,708
JumpEnd,709
JumpStart,716
JumpEnd,734
JumpStart,751
LeftMoveStart,758
RightMoveEnd,759
RightMoveEnd,759
BlockCoinDestroy,760
RightMoveEnd,762
JumpEnd,763
RightMoveStart,773
JumpStart,776
RightMoveEnd,781
JumpEnd,782
RightMoveStart,787
BlockPowerDestroy,792
JumpStart,792
LeftMoveStart,795
StompKillGoomba,796
JumpEnd,802
JumpStart,808
RightMoveEnd,808
JumpEnd,819
JumpStart,836
LeftMoveStart,844
JumpEnd,846
RightMoveEnd,851
RightMoveStart,851
JumpStart,857
RightMoveStart,859
BlockPowerDestroy,877
JumpEnd,877
LeftMoveEnd,880
JumpStart,881
LeftMoveEnd,893
JumpEnd,897
LeftMoveEnd,899
RightMoveEnd,900
JumpStart,902
RightMoveStart,912
RightMoveStart,914
RightMoveEnd,917
RightMoveEnd,917
JumpEnd,918
LeftMoveStart,926
DuckStart,936
DuckEnd,960
RightMoveStart,961
JumpStart,966
RightMoveEnd,966
RightMoveStart,979
JumpEnd,982
JumpStart,989
RightMoveEnd,998
RightMoveStart,998
JumpEnd,999
LeftMoveEnd,1006
JumpStart,1012
LeftMoveStart,1017
FireStateStart,1021
LargeStateEnd,1021
RightMoveEnd,1025
RightMoveEnd,1035
LeftMoveEnd,1036
JumpEnd,1046
StompKillGoomba,1060
RightMoveStart,1062
RunStateStart,1063
RunStateEnd,1067
RunStateStart,1072
RunStateEnd,1075
RightMoveStart,1080
JumpStart,1081
RightMoveStart,1082
RightMoveStart,1084
RightMoveEnd,1085
JumpEnd,1094
JumpStart,1097
RightMoveEnd,1099
JumpEnd,1115
JumpStart,1119
JumpEnd,1131
LeftMoveEnd,1132
RightMoveEnd,1143
BlockCoinDestroy,1145
JumpStart,1157
