Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,63
JumpStart,77
JumpEnd,90
RightMoveStart,94
JumpStart,112
JumpEnd,126
LeftMoveStart,136
RightMoveStart,149
RightMoveEnd,159
RightMoveEnd,166
BlockCoinDestroy,183
JumpStart,198
JumpEnd,206
RightMoveStart,223
BlockPowerDestroy,251
LeftMoveStart,253
LeftMoveStart,260
RightMoveEnd,263
JumpStart,266
JumpEnd,274
LeftMoveEnd,276
RightMoveStart,277
LeftMoveEnd,301
LeftMoveStart,317
LargeStateStart,320
LittleStateEnd,320
RightMoveEnd,326
BlockCoinDestroy,345
LeftMoveStart,345
JumpStart,361
JumpEnd,367
RightMoveEnd,370
LeftMoveEnd,372
RightMoveStart,375
LeftMoveEnd,376
JumpStart,383
JumpEnd,389
LeftMoveEnd,400
JumpStart,401
JumpEnd,413
LeftMoveStart,419
JumpStart,424
JumpEnd,442
LeftMoveStart,442
RightMoveStart,445
JumpStart,460
LeftMoveEnd,467
RightMoveStart,472
JumpEnd,473
JumpStart,476
RightMoveStart,476
RightMoveStart,478
RightMoveStart,480
RightMoveEnd,481
RightMoveEnd,481
JumpEnd,486
LeftMoveStart,492
RightMoveEnd,493
JumpStart,496
RightMoveEnd,502
JumpEnd,514
LeftMoveStart,514
LeftMoveEnd,515
RightMoveEnd,516
JumpStart,527
JumpEnd,533
RightMoveEnd,537
RightMoveStart,539
JumpStart,544
JumpEnd,550
JumpStart,558
LeftMoveEnd,560
LeftMoveEnd,562
JumpEnd,574
LeftMoveStart,574
JumpStart,597
RightMoveStart,600
JumpEnd,613
RightMoveEnd,614
LeftMoveStart,617
JumpStart,625
RightMoveStart,627
BlockCoinDestroy,629
JumpEnd,635
JumpStart,645
JumpEnd,651
LeftMoveEnd,659
LeftMoveStart,664
LeftMoveEnd,669
RightMoveEnd,673
JumpStart,678
JumpEnd,684
RightMoveStart,688
RightMoveEnd,690
JumpStart,691
JumpEnd,697
JumpStart,719
JumpEnd,731
DuckStart,733
LeftMoveEnd,734
DuckEnd,745
RightMoveStart,747
JumpStart,765
JumpEnd,775
StompKillGoomba,806
RightMoveEnd,807
JumpStart,810
RightMoveStart,810
JumpEnd,834
LeftMoveStart,837
JumpStart,843
JumpEnd,855
RightMoveEnd,856
RightMoveStart,864
JumpStart,873
JumpEnd,892
JumpStart,895
RightMoveEnd,897
RightMoveStart,898
RightMoveStart,900
RightMoveStart,902
RightMoveEnd,903
JumpEnd,905
DuckStart,924
RightMoveEnd,924
RightMoveEnd,933
DuckEnd,935
RightMoveStart,944
RightMoveEnd,951
StompKillGoomba,963
JumpStart,968
JumpEnd,991
LargeStateEnd,991
LittleStateStart,991
StompKillGoomba,1006
JumpStart,1011
LeftMoveStart,1016
JumpEnd,1034
LeftMoveEnd,1036
RightMoveStart,1037
JumpStart,1048
RightMoveEnd,1057
RightMoveStart,1064
JumpEnd,1065
JumpStart,1066
RightMoveStart,1066
RightMoveStart,1068
RightMoveEnd,1069
RightMoveStart,1070
RightMoveEnd,1071
RightMoveStart,1072
RightMoveEnd,1073
RightMoveStart,1074
RightMoveEnd,1075
JumpEnd,1076
RightMoveEnd,1092
JumpStart,1129
JumpEnd,1145
RightMoveEnd,1156
JumpStart,1165
BlockPowerDestroy,1169
JumpEnd,1173
LeftMoveStart,1176
RightMoveEnd,1177
JumpStart,1184
RightMoveStart,1191
JumpEnd,1192
LeftMoveEnd,1215
LittleStateEnd,1218
