Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,62
JumpStart,78
JumpEnd,91
LeftMoveEnd,105
JumpStart,118
JumpEnd,130
RightMoveStart,131
JumpStart,134
RightMoveStart,136
JumpEnd,146
JumpStart,154
JumpEnd,174
RightMoveEnd,192
RightMoveEnd,201
RightMoveEnd,209
RightMoveEnd,210
LeftMoveStart,220
LeftMoveStart,223
RunStateStart,224
RunStateEnd,225
RightMoveEnd,226
LeftMoveEnd,234
JumpStart,237
RightMoveStart,240
JumpEnd,249
RightMoveStart,250
JumpStart,251
RightMoveStart,252
RightMoveStart,254
RightMoveEnd,255
RightMoveEnd,261
JumpEnd,263
JumpStart,268
RightMoveEnd,278
JumpEnd,279
JumpStart,285
RightMoveStart,287
JumpEnd,299
RightMoveStart,329
JumpStart,330
RightMoveEnd,338
JumpEnd,350
RightMoveEnd,353
LeftMoveStart,366
BlockPowerDestroy,369
JumpStart,375
RightMoveStart,378
JumpEnd,385
BlockPowerDestroy,386
JumpStart,389
JumpEnd,399
JumpStart,402
RightMoveEnd,407
JumpEnd,416
RightMoveStart,417
JumpStart,418
RightMoveStart,419
RightMoveStart,421
RightMoveEnd,422
JumpEnd,430
StartLevel,430
BlockPowerDestroy,431
RightMoveEnd,431
RightMoveStart,436
JumpStart,438
RightMoveStart,438
RightMoveStart,440
RightMoveEnd,441
RightMoveEnd,451
RightMoveEnd,452
RightMoveEnd,457
BlockPowerDestroy,459
JumpEnd,459
LeftMoveEnd,459
RightMoveStart,460
JumpStart,461
RightMoveEnd,461
RightMoveStart,462
RightMoveStart,464
RightMoveEnd,465
JumpEnd,474
JumpStart,475
RightMoveStart,477
RightMoveEnd,478
RightMoveEnd,481
JumpEnd,485
JumpStart,490
RightMoveStart,490
RightMoveStart,492
RightMoveEnd,502
JumpEnd,503
RightMoveEnd,504
JumpStart,511
LeftMoveEnd,520
JumpEnd,533
RightMoveStart,537
RightMoveEnd,538
RightMoveStart,539
RightMoveStart,541
JumpStart,542
RightMoveEnd,542
RightMoveStart,543
RightMoveEnd,544
RightMoveStart,545
RightMoveEnd,546
JumpEnd,554
RightMoveStart,554
JumpStart,555
RightMoveEnd,555
RightMoveStart,556
RightMoveStart,558
RightMoveEnd,559
RightMoveEnd,564
CollectCoin,565
JumpEnd,567
JumpStart,570
RightMoveEnd,583
LeftMoveStart,586
RightMoveEnd,587
JumpEnd,589
RightMoveStart,594
JumpStart,610
JumpEnd,626
StompKillGreenKoopa,627
BlockCoinDestroy,632
UnleashShell,637
LeftMoveStart,638
JumpStart,647
LeftMoveEnd,647
RightMoveStart,653
JumpEnd,655
ShellKillGoomba,658
JumpStart,672
RightMoveEnd,673
JumpEnd,684
LeftMoveStart,693
JumpStart,700
LeftMoveEnd,704
LeftMoveStart,717
JumpEnd,718
RightMoveStart,722
JumpStart,730
BlockPowerDestroy,732
LeftMoveStart,732
JumpEnd,740
LeftMoveEnd,743
JumpStart,747
RightMoveEnd,751
RightMoveStart,752
JumpEnd,755
LeftMoveEnd,766
LeftMoveEnd,771
LargeStateStart,772
LittleStateEnd,772
LeftMoveStart,796
RightMoveEnd,800
RightMoveStart,800
JumpStart,807
LeftMoveEnd,813
JumpEnd,819
RightMoveEnd,825
JumpStart,831
JumpEnd,842
StompKillGoomba,855
JumpStart,857
LeftMoveEnd,862
LargeStateEnd,873
LittleStateStart,873
StompKillGreenKoopa,881
UnleashShell,897
LeftMoveStart,907
JumpEnd,910
