Event,Time
StartLevel,0
RightMoveStart,29
JumpStart,76
RightMoveStart,78
RightMoveStart,80
RightMoveStart,82
RightMoveEnd,83
RightMoveStart,84
RightMoveEnd,85
JumpEnd,86
RightMoveStart,113
RightMoveEnd,114
JumpStart,115
RightMoveStart,115
RightMoveStart,117
RightMoveEnd,118
RightMoveStart,119
RightMoveEnd,120
RightMoveEnd,123
JumpEnd,127
RightMoveEnd,128
RightMoveEnd,143
RightMoveEnd,159
LeftMoveStart,166
RightMoveStart,186
RunStateStart,194
RightMoveStart,226
JumpStart,231
RightMoveStart,239
JumpEnd,241
RunStateEnd,260
RightMoveEnd,266
RunStateStart,267
JumpStart,268
RightMoveEnd,271
RightMoveStart,272
RightMoveEnd,277
RunStateEnd,278
JumpEnd,284
JumpStart,297
JumpEnd,309
RightMoveStart,311
RightMoveStart,313
JumpStart,315
RightMoveStart,315
RightMoveEnd,316
RightMoveStart,317
RightMoveEnd,318
RightMoveStart,330
JumpEnd,331
RightMoveEnd,331
RightMoveStart,332
JumpStart,334
RightMoveStart,334
RightMoveEnd,335
RightMoveStart,336
RightMoveEnd,337
RightMoveStart,338
RightMoveEnd,339
RightMoveEnd,343
RightMoveEnd,344
JumpEnd,346
RightMoveStart,347
RightMoveEnd,348
RightMoveStart,349
JumpStart,351
RightMoveEnd,351
RightMoveStart,351
RightMoveEnd,352
RightMoveStart,353
RightMoveEnd,354
RightMoveEnd,357
LeftMoveEnd,363
JumpEnd,366
RightMoveStart,376
RightMoveEnd,377
JumpStart,382
RightMoveStart,383
RightMoveStart,385
RightMoveEnd,391
JumpEnd,396
RightMoveEnd,400
JumpStart,415
JumpEnd,427
JumpStart,432
RightMoveStart,433
RightMoveEnd,434
RightMoveStart,435
JumpEnd,446
JumpStart,448
RightMoveStart,448
RightMoveEnd,449
RightMoveStart,450
RightMoveStart,452
RightMoveEnd,453
JumpEnd,460
RightMoveEnd,462
RightMoveEnd,462
JumpStart,465
RightMoveStart,466
RightMoveStart,468
JumpEnd,480
RightMoveEnd,481
RightMoveEnd,482
RightMoveEnd,496
JumpStart,500
RightMoveStart,500
RightMoveStart,502
JumpEnd,514
RightMoveStart,515
JumpStart,516
RightMoveEnd,516
RightMoveStart,517
RightMoveStart,519
RightMoveEnd,520
RightMoveEnd,529
JumpEnd,530
RightMoveStart,532
JumpStart,533
RightMoveEnd,533
RightMoveEnd,533
RightMoveStart,534
RightMoveStart,536
RightMoveEnd,537
RightMoveEnd,546
JumpEnd,547
StompKillGoomba,574
JumpStart,576
JumpEnd,605
RightMoveStart,605
RightMoveEnd,606
JumpStart,608
RightMoveStart,608
RightMoveStart,610
RightMoveEnd,612
RightMoveStart,612
RightMoveEnd,613
JumpEnd,620
JumpStart,624
RightMoveStart,625
RightMoveEnd,626
RightMoveStart,627
JumpEnd,638
RightMoveEnd,639
RightMoveStart,640
JumpStart,641
RightMoveEnd,641
RightMoveStart,642
RightMoveStart,644
RightMoveEnd,645
RightMoveEnd,654
JumpEnd,658
RightMoveStart,660
JumpStart,661
RightMoveEnd,661
RightMoveStart,662
RightMoveStart,664
RightMoveEnd,665
JumpEnd,673
RightMoveEnd,675
RightMoveEnd,677
JumpStart,682
JumpEnd,699
RightMoveStart,702
RightMoveEnd,703
RightMoveStart,704
JumpStart,705
RightMoveStart,706
RightMoveEnd,707
RightMoveStart,708
RightMoveEnd,709
JumpEnd,714
RightMoveEnd,718
RightMoveStart,723
JumpStart,725
RightMoveStart,725
RightMoveStart,727
RightMoveEnd,728
RightMoveEnd,731
JumpEnd,739
RightMoveEnd,739
RightMoveStart,740
RightMoveEnd,741
JumpStart,755
JumpEnd,775
JumpStart,779
RightMoveStart,781
RightMoveStart,783
JumpEnd,791
RightMoveEnd,793
RightMoveEnd,823
BlockCoinDestroy,837
RunStateStart,838
RunStateEnd,844
RightMoveEnd,845
JumpStart,850
JumpEnd,862
RightMoveStart,871
JumpStart,877
JumpEnd,893
JumpStart,920
RightMoveStart,920
StompKillGoomba,920
RightMoveStart,922
RightMoveEnd,925
JumpEnd,932
JumpEnd,958
JumpStart,958
RightMoveEnd,970
LittleStateStart,976
RightMoveEnd,1003
RightMoveStart,1900
LittleStateEnd,1934
RightMoveEnd,1936
WonLevel,2647
