Event,Time
RightMoveEnd,-623
LeftMoveEnd,-289
LittleStateStart,0
StartLevel,0
RunStateStart,32
RightMoveEnd,49
RightMoveStart,49
RunStateEnd,53
LeftMoveStart,62
BlockCoinDestroy,65
LeftMoveStart,66
BlockCoinDestroy,78
RightMoveEnd,78
LeftMoveEnd,91
RightMoveStart,111
RightMoveStart,122
RightMoveEnd,127
RightMoveStart,129
RightMoveStart,131
RightMoveStart,133
RightMoveEnd,134
RightMoveEnd,134
RightMoveEnd,136
RightMoveEnd,137
LeftMoveEnd,143
LittleStateStart,156
StartLevel,156
RightMoveStart,163
RightMoveStart,165
RightMoveStart,167
RightMoveEnd,168
RightMoveStart,169
RightMoveEnd,170
RightMoveEnd,172
RightMoveStart,172
LeftMoveStart,177
RightMoveEnd,183
RightMoveStart,184
RightMoveStart,188
JumpStart,189
RightMoveStart,189
RightMoveStart,190
RightMoveStart,192
RightMoveEnd,193
RightMoveEnd,193
RightMoveEnd,194
LeftMoveStart,197
RightMoveEnd,199
JumpEnd,204
LeftMoveStart,204
RightMoveEnd,205
RightMoveStart,209
RightMoveEnd,211
RightMoveStart,211
LeftMoveStart,218
BlockCoinDestroy,229
LeftMoveEnd,230
RightMoveEnd,233
JumpStart,236
JumpEnd,244
RightMoveEnd,246
LeftMoveStart,247
JumpStart,249
BlockCoinDestroy,256
JumpEnd,257
RightMoveStart,259
LeftMoveEnd,260
StompKillGoomba,260
JumpStart,266
RightMoveStart,268
BlockCoinDestroy,279
JumpEnd,279
RightMoveStart,281
LeftMoveEnd,285
RightMoveStart,289
LeftMoveEnd,290
JumpStart,293
RightMoveStart,295
RightMoveStart,297
RightMoveEnd,298
RightMoveEnd,301
RightMoveEnd,302
LeftMoveStart,303
JumpEnd,305
RightMoveStart,309
RightMoveEnd,310
RightMoveStart,320
BlockPowerDestroy,321
LeftMoveStart,327
RightMoveEnd,327
RightMoveStart,328
RightMoveStart,334
JumpStart,335
RightMoveEnd,335
RightMoveEnd,335
RightMoveStart,336
RightMoveEnd,339
RightMoveEnd,349
JumpEnd,350
LeftMoveEnd,352
RightMoveEnd,352
LeftMoveStart,359
RightMoveStart,367
JumpStart,385
RightMoveEnd,389
LeftMoveStart,392
JumpEnd,393
JumpStart,400
JumpStart,404
JumpEnd,408
RightMoveStart,412
LeftMoveEnd,414
JumpEnd,416
JumpStart,427
RightMoveEnd,430
JumpEnd,442
LeftMoveEnd,443
JumpStart,450
JumpEnd,458
RightMoveStart,463
JumpStart,467
RightMoveStart,469
LeftMoveStart,471
LeftMoveEnd,473
RightMoveEnd,476
JumpEnd,477
JumpStart,492
RightMoveEnd,498
RightMoveStart,499
JumpEnd,500
JumpStart,502
RightMoveStart,506
JumpStart,512
LargeStateStart,514
LittleStateEnd,514
BlockCoinDestroy,516
JumpEnd,518
RightMoveEnd,519
JumpStart,524
RightMoveStart,524
RightMoveStart,526
RightMoveEnd,531
BlockCoinDestroy,537
JumpEnd,538
BlockCoinDestroy,542
LeftMoveStart,543
RightMoveEnd,544
RightMoveStart,544
RightMoveStart,546
JumpEnd,547
RightMoveEnd,549
JumpStart,550
RightMoveEnd,550
RightMoveStart,552
BlockCoinDestroy,553
RightMoveStart,554
RightMoveStart,556
BlockCoinDestroy,557
JumpStart,557
RightMoveEnd,557
RightMoveStart,558
RightMoveEnd,559
RightMoveEnd,559
JumpEnd,560
DuckStart,562
DuckEnd,565
JumpEnd,565
DuckStart,572
JumpStart,572
LeftMoveEnd,577
DuckEnd,579
JumpEnd,580
RightMoveStart,581
RightMoveEnd,583
RightMoveStart,594
RightMoveStart,596
JumpStart,597
RightMoveStart,598
RightMoveEnd,599
RightMoveStart,599
RightMoveEnd,600
RightMoveStart,600
JumpStart,601
RightMoveEnd,601
RightMoveStart,601
RightMoveStart,603
RightMoveEnd,604
RightMoveStart,605
RightMoveEnd,606
RightMoveEnd,608
JumpEnd,609
JumpEnd,610
RightMoveEnd,621
JumpStart,625
RightMoveStart,628
LeftMoveStart,629
RightMoveEnd,629
StompKillGoomba,630
JumpEnd,637
RightMoveStart,640
JumpStart,641
RightMoveEnd,641
RightMoveStart,643
RightMoveEnd,648
RightMoveStart,650
RightMoveStart,652
JumpEnd,660
RightMoveStart,660
LittleStateStart,661
RightMoveEnd,661
RightMoveStart,662
StompKillGreenKoopa,664
BlockCoinDestroy,665
LittleStateEnd,665
RightMoveEnd,665
UnleashShell,667
RightMoveEnd,669
RightMoveEnd,674
JumpStart,676
LeftMoveStart,676
RightMoveEnd,677
RightMoveEnd,678
JumpEnd,682
LittleStateStart,683
StartLevel,683
RightMoveEnd,684
RightMoveStart,684
JumpStart,688
JumpEnd,694
LeftMoveStart,696
JumpStart,709
RightMoveStart,711
RightMoveStart,712
RightMoveEnd,713
JumpEnd,715
JumpStart,719
RightMoveStart,719
RightMoveStart,720
JumpStart,725
RightMoveEnd,728
JumpEnd,731
JumpEnd,732
LeftMoveEnd,732
RightMoveStart,733
RightMoveStart,735
LeftMoveEnd,738
RightMoveEnd,738
RightMoveEnd,739
RightMoveStart,740
JumpStart,741
RightMoveStart,742
RightMoveEnd,745
RightMoveEnd,746
RightMoveEnd,748
RightMoveStart,748
RightMoveStart,749
JumpEnd,751
JumpStart,751
RightMoveStart,751
RightMoveStart,753
RightMoveEnd,754
RightMoveStart,755
RightMoveEnd,756
RightMoveEnd,756
RightMoveStart,757
RightMoveEnd,758
RightMoveStart,759
RightMoveStart,759
RightMoveEnd,760
JumpEnd,761
JumpStart,776
JumpStart,776
RightMoveStart,776
RightMoveEnd,779
RightMoveEnd,783
JumpEnd,786
LeftMoveEnd,787
LeftMoveEnd,790
JumpEnd,792
RightMoveStart,796
RightMoveStart,796
RightMoveEnd,797
RightMoveStart,798
RightMoveStart,798
RightMoveStart,800
JumpStart,801
RightMoveEnd,801
RightMoveStart,802
RightMoveEnd,803
RightMoveEnd,805
RightMoveEnd,812
LeftMoveStart,813
RightMoveEnd,813
RightMoveEnd,816
RightMoveEnd,817
JumpEnd,820
LittleStateEnd,821
RightMoveStart,823
JumpStart,824
RightMoveEnd,834
JumpEnd,846
RightMoveStart,855
LargeStateEnd,867
LittleStateStart,867
RightMoveEnd,875
JumpStart,904
RightMoveStart,918
JumpEnd,920
LeftMoveStart,928
JumpStart,938
LeftMoveEnd,939
RightMoveStart,941
RightMoveStart,945
JumpEnd,948
RightMoveEnd,949
JumpStart,958
RightMoveEnd,967
JumpEnd,978
RightMoveEnd,980
RightMoveStart,984
JumpStart,985
RightMoveStart,986
RightMoveStart,988
RightMoveEnd,989
RightMoveEnd,989
RightMoveStart,990
RightMoveEnd,991
RightMoveStart,992
RightMoveEnd,993
JumpEnd,995
JumpStart,1014
RightMoveEnd,1024
JumpEnd,1033
LeftMoveStart,1033
RightMoveEnd,1034
JumpStart,1041
LeftMoveStart,1046
JumpEnd,1052
LeftMoveEnd,1055
LeftMoveStart,1056
LeftMoveEnd,1061
JumpStart,1067
RightMoveStart,1069
LeftMoveEnd,1078
LeftMoveStart,1083
JumpEnd,1086
RightMoveStart,1088
LeftMoveStart,1091
JumpStart,1096
RightMoveStart,1096
LeftMoveEnd,1101
JumpEnd,1107
RightMoveEnd,1109
LeftMoveStart,1111
LeftMoveEnd,1114
RightMoveEnd,1118
RightMoveStart,1121
LeftMoveEnd,1133
LeftMoveStart,1140
LeftMoveEnd,1142
RightMoveEnd,1156
JumpStart,1158
LeftMoveStart,1163
RightMoveEnd,1164
JumpEnd,1173
JumpStart,1179
LeftMoveEnd,1182
LeftMoveStart,1189
JumpEnd,1190
LeftMoveEnd,1195
JumpStart,1201
RightMoveStart,1203
JumpEnd,1211
BlockCoinDestroy,1227
JumpStart,1227
LeftMoveEnd,1228
RightMoveStart,1228
BlockCoinDestroy,1239
JumpEnd,1243
LeftMoveStart,1245
RightMoveStart,1251
BlockCoinDestroy,1252
JumpStart,1259
RightMoveEnd,1269
BlockCoinDestroy,1275
JumpEnd,1275
LeftMoveStart,1293
BlockCoinDestroy,1294
RightMoveEnd,1300
JumpStart,1301
RightMoveStart,1301
LeftMoveEnd,1303
LittleStateEnd,1304
JumpEnd,1313
RightMoveEnd,1315
RightMoveStart,1318
JumpStart,1325
JumpStart,1335
DeathByGap,1348
DieByGoomba,1348
JumpEnd,1348
LeftMoveEnd,1348
JumpEnd,1353
RightMoveStart,1354
JumpStart,1358
RightMoveStart,1358
RightMoveStart,1360
RightMoveStart,1362
RightMoveEnd,1363
RightMoveEnd,1363
RightMoveEnd,1364
JumpEnd,1370
RightMoveEnd,1370
JumpStart,1373
RightMoveStart,1382
RightMoveEnd,1383
LeftMoveStart,1385
RightMoveStart,1388
RightMoveEnd,1391
RightMoveStart,1391
JumpEnd,1394
RightMoveEnd,1396
JumpStart,1398
RightMoveEnd,1403
JumpEnd,1406
JumpStart,1410
JumpEnd,1418
JumpStart,1423
JumpEnd,1431
LeftMoveStart,1441
RightMoveEnd,1443
JumpStart,1446
JumpEnd,1454
RightMoveStart,1454
BlockCoinDestroy,1455
LeftMoveStart,1461
JumpStart,1465
BlockCoinDestroy,1468
JumpEnd,1473
RightMoveStart,1473
LeftMoveEnd,1479
BlockCoinDestroy,1480
JumpStart,1487
RightMoveStart,1487
RightMoveStart,1489
RightMoveStart,1491
LeftMoveEnd,1492
RightMoveEnd,1492
BlockCoinDestroy,1493
RightMoveStart,1493
RightMoveEnd,1494
RightMoveStart,1495
RightMoveEnd,1496
JumpEnd,1497
RightMoveEnd,1502
RightMoveEnd,1505
JumpStart,1508
LeftMoveEnd,1509
RightMoveEnd,1523
JumpEnd,1524
BlockCoinDestroy,1525
JumpStart,1529
LeftMoveStart,1531
RightMoveEnd,1532
RightMoveStart,1533
RightMoveStart,1541
RightMoveStart,1543
JumpEnd,1545
RightMoveEnd,1550
RightMoveStart,1556
RightMoveEnd,1557
RightMoveStart,1558
JumpStart,1570
RightMoveEnd,1570
RightMoveEnd,1578
RightMoveStart,1578
RightMoveEnd,1579
JumpEnd,1580
StompKillGoomba,1599
LeftMoveEnd,1602
LeftMoveStart,1605
RightMoveStart,1621
RightMoveEnd,1624
JumpStart,1626
JumpEnd,1634
JumpStart,1639
RightMoveStart,1642
JumpEnd,1647
JumpStart,1651
JumpEnd,1659
JumpStart,1664
BlockCoinDestroy,1665
RightMoveStart,1668
JumpEnd,1669
RightMoveStart,1675
JumpStart,1678
JumpEnd,1680
RightMoveEnd,1684
RightMoveEnd,1688
LeftMoveEnd,1693
RightMoveStart,1693
JumpStart,1696
RightMoveEnd,1696
RightMoveEnd,1699
JumpEnd,1704
LeftMoveStart,1706
