Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,31
JumpStart,36
JumpEnd,52
RunStateStart,58
RunStateEnd,63
RunStateStart,67
RunStateEnd,70
RightMoveStart,75
RunStateStart,77
JumpStart,87
RightMoveEnd,92
RunStateEnd,94
JumpEnd,99
JumpStart,113
BlockCoinDestroy,115
JumpEnd,128
RightMoveStart,128
JumpStart,130
JumpEnd,138
BlockPowerDestroy,148
JumpStart,151
JumpEnd,159
RightMoveEnd,161
JumpStart,163
JumpEnd,171
BlockCoinDestroy,173
LeftMoveStart,183
JumpStart,188
JumpEnd,196
RightMoveStart,203
LargeStateStart,218
LittleStateEnd,218
RightMoveEnd,235
RunStateStart,236
JumpStart,246
RightMoveStart,250
JumpEnd,262
JumpStart,263
JumpEnd,279
JumpStart,287
RightMoveStart,295
JumpEnd,297
JumpStart,302
JumpEnd,318
RightMoveEnd,318
RightMoveEnd,329
JumpStart,334
JumpEnd,349
JumpStart,350
JumpEnd,356
StompKillGoomba,356
JumpStart,361
StompKillGoomba,361
RightMoveStart,374
JumpEnd,389
RunStateEnd,390
JumpStart,396
RunStateStart,396
LeftMoveStart,399
LeftMoveEnd,402
RightMoveStart,402
JumpEnd,411
RunStateEnd,412
RightMoveEnd,418
RunStateStart,418
LeftMoveStart,422
JumpStart,423
JumpEnd,433
LargeStateEnd,444
LittleStateStart,444
RightMoveStart,444
RightMoveEnd,449
RunStateEnd,454
StompKillGreenKoopa,456
RunStateStart,460
JumpStart,463
LeftMoveEnd,466
LeftMoveStart,466
RightMoveEnd,477
LeftMoveStart,482
JumpEnd,485
RightMoveStart,494
BlockCoinDestroy,504
RightMoveEnd,507
LeftMoveEnd,509
LeftMoveEnd,518
JumpStart,519
JumpEnd,527
BlockCoinDestroy,529
JumpStart,544
JumpEnd,552
BlockCoinDestroy,559
RightMoveStart,564
LeftMoveStart,573
JumpStart,574
BlockCoinDestroy,582
JumpEnd,582
RightMoveEnd,585
JumpStart,597
JumpEnd,605
RightMoveStart,610
JumpStart,617
LeftMoveEnd,617
RightMoveStart,625
JumpEnd,627
RightMoveEnd,642
JumpStart,644
RightMoveStart,652
JumpEnd,654
RightMoveEnd,664
LeftMoveStart,668
RightMoveEnd,670
JumpStart,673
LeftMoveStart,677
LeftMoveStart,681
JumpEnd,683
BlockPowerDestroy,686
LeftMoveEnd,689
RightMoveStart,691
LeftMoveEnd,694
RightMoveEnd,694
LeftMoveEnd,700
JumpStart,701
JumpEnd,709
RightMoveStart,719
LargeStateStart,732
LittleStateEnd,732
RightMoveEnd,744
UnleashShell,745
RightMoveStart,752
ShellKillGoomba,754
ShellKillGoomba,756
ShellKillGoomba,759
ShellKillGoomba,760
RunStateEnd,762
LeftMoveEnd,771
RightMoveEnd,779
RunStateStart,786
LargeStateEnd,795
JumpStart,814
JumpEnd,825
LeftMoveStart,828
JumpStart,830
RunStateEnd,839
JumpEnd,841
RightMoveStart,848
RightMoveEnd,860
RunStateStart,860
JumpStart,863
BlockCoinDestroy,869
RightMoveStart,872
JumpEnd,873
RunStateEnd,873
JumpStart,884
BlockCoinDestroy,888
JumpEnd,892
LeftMoveStart,897
JumpStart,903
JumpEnd,911
RightMoveEnd,913
RightMoveStart,913
RunStateStart,913
JumpStart,929
RightMoveStart,932
JumpEnd,941
RightMoveEnd,945
JumpStart,946
RightMoveStart,949
JumpEnd,961
RightMoveEnd,961
RightMoveEnd,967
JumpStart,976
LeftMoveEnd,979
RightMoveStart,979
JumpEnd,988
RightMoveEnd,989
LeftMoveEnd,994
JumpStart,996
RightMoveStart,999
JumpEnd,1005
RunStateEnd,1005
LeftMoveStart,1010
RightMoveEnd,1019
RightMoveStart,1020
RunStateStart,1023
JumpStart,1026
RightMoveEnd,1029
RunStateEnd,1043
JumpEnd,1045
JumpStart,1051
StompKillGoomba,1060
JumpEnd,1067
StompKillGoomba,1067
JumpStart,1071
RightMoveEnd,1073
LeftMoveStart,1086
JumpEnd,1095
LeftMoveStart,1099
JumpStart,1101
JumpEnd,1109
JumpStart,1115
JumpEnd,1123
JumpStart,1128
LeftMoveEnd,1132
LeftMoveEnd,1133
RightMoveStart,1134
JumpEnd,1136
BlockCoinDestroy,1138
JumpStart,1141
JumpEnd,1149
JumpStart,1153
JumpEnd,1161
LeftMoveEnd,1165
RightMoveStart,1165
JumpStart,1179
JumpEnd,1191
JumpStart,1195
RightMoveStart,1198
JumpEnd,1207
JumpStart,1214
RightMoveStart,1217
RightMoveEnd,1223
JumpEnd,1225
JumpStart,1238
RightMoveEnd,1241
RightMoveEnd,1243
RightMoveStart,1246
JumpEnd,1247
RightMoveEnd,1260
JumpStart,1268
JumpEnd,1275
RightMoveEnd,1297
LittleStateStart,2088
RunStateStart,2342
RightMoveStart,2564
LittleStateEnd,2568
RunStateEnd,2568
RightMoveEnd,2593
WonLevel,3326
