Event,Time
LittleStateStart,0
StartLevel,0
StompKillGoomba,85
BlockCoinDestroy,142
JumpStart,168
RightMoveStart,177
JumpEnd,184
BlockPowerDestroy,213
RightMoveEnd,225
RightMoveStart,245
LeftMoveStart,282
LeftMoveStart,290
BlockCoinDestroy,306
LeftMoveEnd,311
RunStateStart,316
LeftMoveStart,334
RightMoveEnd,349
RunStateEnd,350
RunStateStart,358
RightMoveStart,360
RunStateEnd,370
LeftMoveEnd,403
LeftMoveStart,411
BlockCoinDestroy,416
RightMoveEnd,431
RightMoveStart,444
RightMoveStart,448
JumpStart,458
BlockCoinDestroy,467
JumpEnd,467
RightMoveEnd,468
LeftMoveStart,471
JumpStart,482
JumpEnd,490
RightMoveStart,497
StompKillGoomba,505
RightMoveStart,509
LeftMoveEnd,520
RightMoveEnd,525
RightMoveEnd,530
LeftMoveStart,532
JumpStart,542
RightMoveEnd,543
LeftMoveEnd,544
RightMoveStart,546
LeftMoveEnd,547
RightMoveEnd,548
StompKillGoomba,550
JumpEnd,552
StompKillGoomba,559
BlockCoinDestroy,574
LeftMoveStart,578
LeftMoveEnd,583
JumpStart,589
JumpEnd,597
LeftMoveEnd,602
LeftMoveStart,604
RightMoveStart,610
RightMoveEnd,614
LeftMoveStart,617
LeftMoveEnd,635
BlockPowerDestroy,636
LeftMoveEnd,637
RightMoveStart,637
LeftMoveEnd,649
JumpStart,651
JumpEnd,659
BlockCoinDestroy,663
JumpStart,678
RightMoveEnd,680
JumpEnd,686
RightMoveStart,693
RightMoveEnd,700
BlockPowerDestroy,707
LargeStateStart,730
LittleStateEnd,730
RightMoveStart,755
JumpStart,760
JumpEnd,770
RightMoveEnd,771
JumpStart,782
JumpEnd,800
JumpStart,805
JumpEnd,819
RightMoveStart,824
JumpStart,825
RightMoveStart,826
RightMoveStart,828
RightMoveEnd,829
RightMoveStart,830
JumpEnd,831
RightMoveEnd,831
RightMoveEnd,841
RightMoveStart,846
JumpStart,848
StompKillGoomba,849
JumpEnd,877
RightMoveEnd,879
RightMoveStart,891
RightMoveEnd,893
RightMoveEnd,894
FireKillGreenKoopa,905
RightMoveStart,939
LeftMoveStart,950
RightMoveEnd,958
RightMoveStart,973
RightMoveEnd,997
BlockCoinDestroy,1004
BlockCoinDestroy,1019
BlockCoinDestroy,1030
LeftMoveStart,1031
RightMoveEnd,1035
BlockCoinDestroy,1039
RunStateStart,1067
RunStateEnd,1070
RunStateStart,1077
RightMoveStart,1083
RunStateEnd,1084
RunStateStart,1087
BlockPowerDestroy,1092
RunStateEnd,1094
LeftMoveStart,1100
RunStateStart,1101
RunStateEnd,1132
RightMoveStart,1135
FireKillGoomba,1146
LeftMoveEnd,1146
JumpStart,1151
RightMoveStart,1159
JumpEnd,1161
FireKillGoomba,1162
RightMoveStart,1173
StompKillGoomba,1182
JumpStart,1183
LeftMoveEnd,1184
RightMoveEnd,1192
LeftMoveStart,1197
RightMoveEnd,1204
JumpEnd,1210
RightMoveEnd,1210
RightMoveEnd,1210
RightMoveStart,1211
JumpStart,1215
JumpEnd,1227
LargeStateEnd,1227
LittleStateStart,1227
JumpStart,1251
JumpEnd,1266
LeftMoveStart,1269
StompKillGoomba,1272
JumpStart,1274
JumpEnd,1300
LeftMoveEnd,1301
RightMoveStart,1302
RightMoveEnd,1304
LeftMoveEnd,1305
JumpStart,1323
RightMoveStart,1335
RightMoveStart,1337
RightMoveEnd,1340
JumpEnd,1341
JumpStart,1345
