Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,94
JumpStart,135
RightMoveStart,143
JumpEnd,145
JumpStart,162
RightMoveEnd,175
JumpEnd,179
RightMoveEnd,188
StartLevel,205
RightMoveStart,224
RightMoveStart,246
JumpStart,252
RightMoveEnd,253
JumpStart,259
JumpEnd,262
RightMoveEnd,267
RightMoveStart,273
LittleStateEnd,275
RightMoveStart,275
RightMoveStart,277
JumpEnd,278
RightMoveEnd,278
RightMoveStart,279
RightMoveEnd,280
RightMoveStart,281
RightMoveEnd,282
RightMoveStart,283
RightMoveEnd,284
RightMoveStart,285
RightMoveEnd,286
RightMoveStart,287
RightMoveEnd,288
RightMoveStart,289
RightMoveEnd,290
RightMoveStart,291
JumpStart,292
RightMoveEnd,292
LittleStateStart,293
RightMoveStart,293
StartLevel,293
RightMoveEnd,294
RightMoveStart,295
RightMoveEnd,296
RightMoveStart,297
RightMoveEnd,298
RightMoveStart,299
RightMoveEnd,300
JumpEnd,302
JumpStart,312
RightMoveEnd,323
RightMoveStart,323
JumpEnd,329
LeftMoveEnd,342
LeftMoveStart,346
RightMoveEnd,347
RightMoveStart,355
JumpStart,363
LeftMoveStart,372
JumpEnd,373
RightMoveEnd,375
RightMoveStart,388
JumpStart,392
RightMoveStart,392
RightMoveStart,394
RightMoveStart,396
RightMoveEnd,397
JumpStart,401
JumpEnd,404
RightMoveStart,409
LeftMoveEnd,410
JumpEnd,411
DeathByGap,412
RightMoveEnd,427
JumpStart,439
LeftMoveStart,440
RightMoveEnd,441
RightMoveEnd,441
RightMoveStart,441
RightMoveStart,448
JumpEnd,449
JumpStart,453
RightMoveEnd,461
RightMoveEnd,462
JumpEnd,463
RightMoveEnd,474
JumpStart,478
LittleStateEnd,480
JumpEnd,490
JumpStart,493
RightMoveStart,494
RightMoveStart,496
RightMoveEnd,500
JumpEnd,508
RightMoveStart,509
RightMoveEnd,510
JumpStart,511
RightMoveStart,511
RightMoveStart,513
RightMoveEnd,514
RightMoveStart,515
RightMoveEnd,516
JumpEnd,523
RightMoveEnd,523
RightMoveEnd,525
JumpStart,529
RightMoveStart,530
RightMoveStart,532
JumpEnd,541
RightMoveEnd,541
RightMoveEnd,546
LeftMoveStart,576
RightMoveEnd,577
JumpStart,581
LeftMoveStart,585
JumpEnd,593
LeftMoveStart,596
LeftMoveEnd,603
LeftMoveEnd,610
RightMoveStart,612
LeftMoveEnd,620
JumpStart,631
JumpEnd,643
RightMoveStart,646
JumpStart,647
RightMoveStart,648
RightMoveStart,650
RightMoveEnd,651
JumpEnd,662
RightMoveStart,663
JumpStart,664
RightMoveEnd,664
RightMoveStart,665
RightMoveStart,667
RightMoveEnd,668
RightMoveStart,669
RightMoveEnd,670
DeathByGap,675
JumpEnd,676
RightMoveEnd,677
RightMoveEnd,679
RightMoveEnd,681
RightMoveStart,681
JumpStart,683
RightMoveStart,683
RightMoveStart,685
RightMoveEnd,686
StompKillGoomba,689
JumpEnd,694
RightMoveEnd,694
JumpStart,703
RightMoveEnd,723
RightMoveEnd,725
JumpEnd,727
RightMoveStart,731
RightMoveStart,733
JumpStart,734
RightMoveStart,735
RightMoveEnd,736
RightMoveStart,737
RightMoveEnd,738
JumpEnd,748
LeftMoveStart,750
RightMoveEnd,751
JumpStart,755
JumpEnd,767
LeftMoveStart,772
JumpStart,773
RightMoveEnd,778
RightMoveStart,778
LeftMoveEnd,784
JumpEnd,785
RightMoveStart,786
RightMoveStart,788
