Event,Time
LittleStateStart,0
StartLevel,0
LeftMoveStart,102
RightMoveStart,114
StompKillGoomba,128
JumpStart,132
JumpEnd,156
RightMoveStart,159
BlockCoinDestroy,183
JumpStart,198
JumpEnd,206
RightMoveStart,220
LeftMoveEnd,232
JumpStart,237
JumpEnd,245
LeftMoveStart,255
RightMoveEnd,260
RightMoveEnd,276
RightMoveEnd,308
RightMoveStart,364
BlockPowerDestroy,381
JumpStart,383
LeftMoveStart,390
JumpEnd,391
JumpStart,396
JumpEnd,404
RightMoveStart,406
LeftMoveEnd,433
LargeStateStart,450
LittleStateEnd,450
BlockCoinDestroy,467
LeftMoveStart,470
JumpStart,483
RightMoveEnd,484
JumpEnd,489
LeftMoveStart,499
JumpStart,504
JumpEnd,510
RightMoveEnd,533
LeftMoveEnd,538
RightMoveStart,538
JumpStart,551
JumpEnd,557
LeftMoveStart,561
LeftMoveEnd,563
JumpStart,574
RightMoveStart,576
LeftMoveEnd,577
BlockCoinDestroy,580
RightMoveStart,581
JumpEnd,584
JumpStart,596
JumpEnd,602
RightMoveEnd,618
LeftMoveStart,624
RightMoveEnd,628
JumpStart,633
RightMoveStart,636
LeftMoveEnd,637
JumpEnd,639
JumpStart,653
RightMoveStart,653
RightMoveStart,659
JumpEnd,665
RightMoveEnd,671
DuckStart,675
DuckEnd,682
LeftMoveStart,684
RightMoveEnd,689
LeftMoveStart,690
DuckStart,692
RightMoveEnd,692
LeftMoveEnd,698
DuckEnd,700
RightMoveStart,702
LeftMoveEnd,707
RightMoveEnd,707
JumpStart,744
LeftMoveEnd,746
RightMoveStart,748
JumpEnd,755
DuckStart,761
StompKillGoomba,771
DuckEnd,772
RightMoveStart,778
RightMoveEnd,782
LeftMoveStart,793
RightMoveStart,803
RightMoveEnd,814
JumpStart,821
RightMoveEnd,822
RightMoveStart,825
RightMoveStart,827
RightMoveStart,829
RightMoveEnd,830
JumpEnd,831
DuckStart,847
RightMoveEnd,848
RightMoveEnd,849
DuckEnd,853
StompKillGoomba,854
RightMoveEnd,859
RightMoveStart,861
StompKillGoomba,863
RightMoveStart,892
LeftMoveEnd,905
RightMoveEnd,914
JumpStart,915
RightMoveStart,920
RightMoveStart,922
JumpEnd,925
DuckStart,938
DuckEnd,948
RightMoveEnd,949
RightMoveEnd,950
RightMoveStart,950
RightMoveEnd,951
JumpStart,990
JumpEnd,1006
LeftMoveStart,1018
StompKillGoomba,1022
JumpStart,1027
RightMoveStart,1033
RightMoveEnd,1045
JumpEnd,1050
BlockPowerDestroy,1054
JumpStart,1057
JumpEnd,1063
JumpStart,1070
JumpEnd,1076
JumpStart,1085
JumpEnd,1091
LeftMoveStart,1099
JumpStart,1100
LargeStateEnd,1106
JumpEnd,1127
RightMoveStart,1136
RightMoveStart,1147
JumpStart,1151
RightMoveStart,1158
JumpEnd,1161
RightMoveEnd,1168
JumpStart,1169
RightMoveEnd,1181
JumpEnd,1185
JumpStart,1187
JumpEnd,1203
RightMoveStart,1215
JumpStart,1216
LeftMoveEnd,1216
LeftMoveStart,1221
RightMoveEnd,1223
JumpEnd,1232
RightMoveEnd,1241
LeftMoveEnd,1257
RightMoveStart,1268
RightMoveEnd,1277
LeftMoveStart,1287
JumpStart,1292
JumpEnd,1308
RightMoveStart,1314
JumpStart,1322
LeftMoveStart,1324
JumpEnd,1332
RightMoveEnd,1339
JumpStart,1353
RightMoveStart,1361
JumpEnd,1363
RightMoveEnd,1369
LeftMoveEnd,1370
