Event,Time
StompKillGreenKoopa,-2
StompKillGreenKoopa,-2
StompKillGreenKoopa,-2
LittleStateStart,0
StartLevel,0
UnleashShell,8
UnleashShell,8
UnleashShell,8
ShellKillGoomba,9
ShellKillGoomba,9
ShellKillGoomba,9
ShellKillGoomba,17
ShellKillGoomba,17
ShellKillGoomba,17
LittleStateEnd,59
DeathByShell,76
LittleStateStart,77
StartLevel,77
RightMoveStart,101
JumpStart,117
JumpEnd,140
JumpStart,148
RightMoveStart,151
JumpEnd,158
LittleStateStart,165
StartLevel,165
RightMoveStart,174
RightMoveStart,176
JumpStart,177
RightMoveStart,178
RightMoveEnd,179
RightMoveStart,180
RightMoveEnd,181
JumpEnd,188
RightMoveEnd,191
JumpStart,193
RightMoveEnd,198
JumpEnd,204
JumpStart,208
JumpEnd,221
RightMoveEnd,221
JumpStart,222
RightMoveEnd,223
LittleStateEnd,224
JumpEnd,233
RightMoveStart,240
RightMoveEnd,276
JumpStart,277
JumpEnd,292
JumpStart,305
RightMoveStart,305
RightMoveStart,307
DieByGoomba,310
JumpEnd,316
RightMoveStart,316
RightMoveEnd,317
RightMoveStart,318
JumpStart,319
RightMoveStart,320
RightMoveEnd,321
RightMoveStart,322
RightMoveEnd,323
RightMoveEnd,326
JumpEnd,330
RightMoveEnd,346
JumpStart,361
RightMoveStart,363
RightMoveEnd,371
JumpEnd,374
JumpStart,382
JumpEnd,395
JumpStart,419
RightMoveStart,419
RightMoveEnd,422
JumpEnd,436
LeftMoveStart,475
JumpStart,483
RightMoveStart,483
JumpEnd,495
JumpStart,501
JumpEnd,517
RightMoveEnd,530
RightMoveStart,548
RightMoveStart,550
JumpStart,552
RightMoveStart,552
RightMoveEnd,553
RightMoveStart,554
RightMoveEnd,555
JumpEnd,563
RightMoveEnd,574
RightMoveEnd,611
RightMoveEnd,614
RightMoveStart,625
JumpStart,678
StartLevel,678
JumpEnd,694
JumpStart,704
RightMoveStart,705
RightMoveStart,707
JumpEnd,714
LittleStateStart,716
RightMoveEnd,725
RightMoveEnd,775
RightMoveEnd,786
JumpStart,787
JumpEnd,800
LeftMoveEnd,804
RightMoveStart,809
JumpStart,812
JumpEnd,821
LittleStateEnd,825
RightMoveEnd,965
DieByGreenKoopa,1189
LittleStateEnd,1414
LostLevel,1897
