Event,Time
LittleStateStart,0
StartLevel,0
JumpStart,68
JumpEnd,79
RightMoveStart,83
JumpStart,100
JumpEnd,116
BlockCoinDestroy,133
JumpStart,148
JumpEnd,156
LeftMoveStart,169
RightMoveStart,176
JumpStart,207
BlockPowerDestroy,210
JumpEnd,215
LeftMoveStart,215
JumpStart,225
JumpEnd,233
RightMoveStart,239
RightMoveEnd,254
LeftMoveEnd,277
LeftMoveStart,277
LargeStateStart,280
LittleStateEnd,280
RightMoveEnd,307
BlockCoinDestroy,322
JumpStart,323
RightMoveStart,328
JumpEnd,329
JumpStart,338
RightMoveEnd,339
JumpEnd,344
JumpStart,352
JumpEnd,358
RightMoveStart,359
LeftMoveEnd,361
JumpStart,368
LeftMoveStart,377
JumpEnd,380
JumpStart,385
LeftMoveEnd,389
JumpEnd,391
JumpStart,401
RightMoveEnd,407
LeftMoveStart,411
JumpEnd,417
LeftMoveStart,417
LeftMoveEnd,432
RightMoveEnd,433
LeftMoveStart,436
LeftMoveEnd,450
RightMoveStart,452
LeftMoveStart,463
JumpStart,470
LeftMoveEnd,470
JumpEnd,476
LeftMoveStart,479
JumpStart,490
LeftMoveEnd,492
LeftMoveEnd,493
JumpEnd,496
LeftMoveStart,499
JumpStart,509
LeftMoveEnd,511
JumpEnd,515
JumpStart,526
RightMoveStart,530
JumpEnd,536
LeftMoveEnd,537
JumpStart,555
RightMoveEnd,555
LeftMoveStart,556
LeftMoveStart,563
JumpEnd,565
LeftMoveEnd,586
JumpStart,592
RightMoveStart,595
JumpEnd,602
LeftMoveEnd,617
LeftMoveStart,621
RightMoveEnd,622
JumpStart,639
JumpEnd,645
RightMoveStart,657
JumpStart,673
RightMoveEnd,685
JumpEnd,687
LeftMoveEnd,709
JumpStart,717
JumpEnd,727
JumpStart,770
StompKillGoomba,772
RightMoveStart,783
JumpEnd,786
RightMoveEnd,807
RightMoveStart,812
JumpStart,821
StompKillGoomba,828
JumpEnd,831
RightMoveStart,868
JumpStart,878
RightMoveStart,890
RightMoveStart,892
RightMoveStart,894
JumpEnd,895
RightMoveEnd,895
RightMoveEnd,895
RightMoveStart,896
RightMoveEnd,897
RightMoveStart,898
RightMoveEnd,899
JumpStart,901
RightMoveEnd,901
RightMoveStart,903
RightMoveStart,905
RightMoveStart,907
RightMoveEnd,908
RightMoveEnd,909
RightMoveStart,909
RightMoveEnd,910
JumpEnd,911
RightMoveEnd,913
RightMoveEnd,931
RightMoveEnd,939
RightMoveStart,939
RightMoveEnd,945
JumpStart,971
JumpEnd,987
BlockPowerDestroy,991
JumpStart,1007
JumpEnd,1013
JumpStart,1041
LeftMoveStart,1048
JumpEnd,1051
FireStateStart,1053
LargeStateEnd,1053
RightMoveEnd,1056
JumpStart,1083
RightMoveStart,1086
JumpEnd,1099
RightMoveStart,1099
LeftMoveStart,1110
RightMoveEnd,1122
JumpStart,1140
RightMoveStart,1147
JumpEnd,1156
LeftMoveStart,1180
JumpStart,1186
LeftMoveStart,1192
JumpEnd,1202
LeftMoveStart,1202
LeftMoveEnd,1208
LeftMoveEnd,1211
RightMoveStart,1211
LeftMoveEnd,1220
JumpStart,1225
LeftMoveStart,1226
RightMoveEnd,1227
JumpEnd,1235
RightMoveEnd,1245
RightMoveStart,1249
LeftMoveEnd,1252
JumpStart,1264
LeftMoveEnd,1272
RightMoveStart,1272
JumpEnd,1274
RightMoveEnd,1289
JumpStart,1307
RightMoveEnd,1309
JumpEnd,1323
