Event,Time
LittleStateStart,0
StartLevel,0
BlockCoinDestroy,19
RightMoveStart,37
JumpStart,50
JumpEnd,61
JumpStart,67
JumpEnd,82
JumpStart,86
LeftMoveStart,100
JumpEnd,102
BlockCoinDestroy,104
JumpStart,104
RightMoveStart,106
JumpEnd,114
JumpStart,119
JumpEnd,127
JumpStart,133
RightMoveEnd,136
RightMoveStart,138
RightMoveEnd,146
JumpEnd,153
RightMoveEnd,153
JumpStart,154
RightMoveStart,157
LittleStateStart,164
StartLevel,164
JumpEnd,168
StartLevel,168
RunStateStart,169
RunStateStart,171
RightMoveStart,172
RunStateEnd,175
RightMoveEnd,176
RunStateStart,178
JumpStart,188
RightMoveEnd,188
RightMoveStart,193
LeftMoveEnd,195
RightMoveStart,197
JumpStart,198
JumpEnd,199
JumpStart,200
RightMoveEnd,200
StompKillGoomba,202
JumpEnd,206
RightMoveEnd,206
RunStateStart,208
JumpStart,213
JumpEnd,215
LeftMoveEnd,219
RunStateEnd,221
JumpEnd,225
JumpStart,226
LeftMoveStart,233
LeftMoveStart,240
RightMoveStart,244
RightMoveStart,250
JumpStart,253
JumpEnd,254
JumpStart,256
RightMoveStart,261
JumpEnd,263
RightMoveEnd,264
RunStateEnd,266
JumpEnd,269
RightMoveStart,274
RunStateStart,275
JumpStart,285
JumpStart,287
RunStateEnd,297
JumpEnd,299
RightMoveEnd,299
JumpEnd,301
RightMoveEnd,303
RunStateStart,311
LittleStateEnd,314
RunStateEnd,314
RightMoveEnd,315
JumpStart,317
JumpEnd,329
LittleStateEnd,331
RunStateEnd,331
RightMoveEnd,336
LittleStateStart,349
StartLevel,349
LittleStateStart,374
RunStateStart,374
RightMoveStart,375
LeftMoveEnd,376
LeftMoveEnd,386
JumpStart,393
JumpEnd,402
JumpStart,404
RightMoveStart,417
JumpEnd,419
JumpStart,426
JumpEnd,446
RightMoveStart,446
JumpStart,447
RunStateStart,448
RightMoveStart,452
JumpEnd,458
JumpStart,460
LeftMoveStart,479
RightMoveEnd,488
DieByGoomba,493
JumpEnd,495
LittleStateEnd,495
RunStateEnd,495
RightMoveEnd,511
LittleStateEnd,730
RunStateEnd,730
DieByGoomba,773
DieByGoomba,773
RightMoveEnd,773
LostLevel,1150
