Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,34
JumpStart,47
JumpEnd,61
StompKillGoomba,75
JumpStart,79
LeftMoveStart,94
LeftMoveStart,101
JumpEnd,103
RightMoveStart,112
LeftMoveEnd,118
BlockCoinDestroy,122
JumpStart,137
RightMoveEnd,144
JumpEnd,145
JumpStart,159
RightMoveStart,169
RightMoveStart,171
RightMoveStart,173
RightMoveEnd,174
JumpEnd,175
LeftMoveStart,185
RightMoveEnd,186
RightMoveStart,205
JumpStart,207
LeftMoveEnd,207
BlockCoinDestroy,208
JumpEnd,217
JumpStart,223
RightMoveEnd,227
JumpEnd,231
RightMoveEnd,241
BlockCoinDestroy,249
LeftMoveStart,254
JumpStart,264
BlockPowerDestroy,269
JumpEnd,272
JumpStart,284
RightMoveEnd,285
LeftMoveEnd,288
JumpEnd,292
LeftMoveStart,301
JumpStart,302
JumpEnd,310
RightMoveStart,315
LargeStateStart,338
LittleStateEnd,338
LeftMoveEnd,360
LeftMoveEnd,361
JumpStart,364
DuckStart,376
JumpEnd,376
DuckEnd,384
LeftMoveStart,386
DuckStart,394
DuckEnd,403
RightMoveStart,405
JumpStart,426
JumpEnd,438
DuckStart,441
DuckEnd,452
StompKillGoomba,464
JumpStart,469
RightMoveStart,477
LeftMoveEnd,489
JumpEnd,492
JumpStart,493
RightMoveEnd,495
JumpEnd,509
JumpStart,510
RightMoveStart,511
RightMoveStart,513
RightMoveStart,515
RightMoveEnd,516
RightMoveStart,517
RightMoveEnd,518
JumpEnd,520
JumpStart,527
StompKillGoomba,528
StompKillGoomba,537
RightMoveEnd,546
RightMoveEnd,546
RightMoveEnd,549
RightMoveStart,564
JumpEnd,565
RightMoveEnd,582
JumpStart,584
RightMoveStart,596
RightMoveStart,598
RightMoveStart,600
JumpEnd,601
RightMoveEnd,601
RightMoveStart,602
RightMoveEnd,603
RightMoveStart,604
JumpStart,605
RightMoveEnd,605
RightMoveStart,606
RightMoveEnd,607
RightMoveStart,608
RightMoveEnd,609
RightMoveStart,610
RightMoveEnd,611
RightMoveStart,612
RightMoveEnd,613
JumpEnd,615
JumpStart,622
RightMoveEnd,629
JumpEnd,641
LeftMoveStart,641
RightMoveEnd,642
RightMoveEnd,642
JumpStart,645
LeftMoveStart,653
JumpEnd,655
DuckStart,662
DuckEnd,672
RightMoveStart,676
LeftMoveEnd,687
JumpStart,714
BlockPowerDestroy,728
JumpEnd,730
JumpStart,744
JumpEnd,750
JumpStart,761
LeftMoveStart,762
JumpEnd,777
LeftMoveStart,777
RightMoveStart,787
JumpStart,795
LeftMoveStart,800
LeftMoveEnd,801
JumpEnd,811
LeftMoveStart,811
RightMoveStart,822
RightMoveEnd,825
JumpStart,829
LeftMoveEnd,829
LeftMoveEnd,832
LeftMoveStart,834
JumpEnd,839
LargeStateEnd,841
RunStateStart,849
RunStateEnd,852
RunStateStart,857
RunStateEnd,859
RunStateStart,862
RunStateEnd,864
RunStateStart,867
RightMoveEnd,868
RunStateEnd,869
RunStateStart,871
RunStateEnd,874
RightMoveStart,880
JumpStart,882
LeftMoveEnd,883
JumpEnd,892
LeftMoveEnd,900
LeftMoveEnd,904
RightMoveEnd,910
JumpStart,914
JumpEnd,930
FireKillGoomba,947
RunStateStart,948
LeftMoveStart,950
RunStateEnd,950
FireKillGoomba,951
RunStateStart,954
RunStateEnd,955
RunStateStart,958
RunStateEnd,960
RightMoveStart,980
RunStateStart,982
RunStateEnd,984
