Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,51
BlockCoinDestroy,64
JumpStart,67
BlockCoinDestroy,75
JumpEnd,81
BlockPowerDestroy,108
RightMoveEnd,117
BlockPowerDestroy,137
JumpStart,139
JumpEnd,149
JumpStart,152
JumpEnd,160
BlockPowerDestroy,162
JumpStart,168
LargeStateStart,171
LittleStateEnd,171
RightMoveEnd,184
LeftMoveStart,196
BlockCoinDestroy,197
JumpEnd,203
LeftMoveStart,203
JumpStart,206
JumpEnd,212
JumpStart,213
JumpEnd,219
JumpStart,222
RightMoveStart,231
JumpEnd,233
LeftMoveEnd,237
JumpStart,245
JumpEnd,251
StompKillGreenKoopa,252
StompKillGreenKoopa,253
JumpStart,255
RightMoveEnd,263
UnleashShell,264
UnleashShell,265
JumpEnd,268
StompKillGreenKoopa,276
JumpStart,282
ShellKillGoomba,286
UnleashShell,286
LeftMoveStart,297
LeftMoveEnd,301
ShellKillGoomba,302
LeftMoveEnd,307
RightMoveStart,309
ShellKillGoomba,309
JumpEnd,314
JumpStart,320
LeftMoveStart,322
JumpEnd,334
RightMoveStart,336
JumpStart,337
JumpEnd,348
LeftMoveEnd,360
BlockPowerDestroy,383
BlockPowerDestroy,392
RightMoveStart,396
RightMoveStart,398
RightMoveEnd,399
RightMoveEnd,401
LargeStateEnd,402
LeftMoveEnd,402
LeftMoveEnd,415
LittleStateStart,420
StartLevel,420
RightMoveEnd,422
RightMoveStart,441
RunStateStart,443
RightMoveEnd,457
RightMoveEnd,476
JumpStart,489
RunStateEnd,497
RightMoveStart,498
JumpEnd,502
JumpStart,510
JumpEnd,518
LeftMoveStart,519
JumpStart,525
RightMoveStart,531
RightMoveStart,538
RightMoveStart,540
JumpEnd,541
RightMoveEnd,546
LeftMoveStart,549
RightMoveEnd,550
JumpStart,553
RightMoveStart,560
RightMoveStart,565
RightMoveStart,567
RightMoveEnd,568
JumpEnd,569
RightMoveEnd,570
RightMoveEnd,571
LeftMoveStart,577
RightMoveEnd,578
JumpStart,583
RightMoveEnd,584
RightMoveStart,588
LeftMoveEnd,589
JumpEnd,593
JumpStart,597
JumpEnd,605
LeftMoveStart,614
LeftMoveEnd,615
LargeStateStart,628
LittleStateEnd,628
RightMoveEnd,634
RightMoveStart,648
LeftMoveEnd,653
JumpStart,654
JumpEnd,667
JumpStart,677
LeftMoveStart,700
JumpEnd,702
JumpStart,707
LittleStateStart,711
StartLevel,711
JumpEnd,723
RightMoveStart,736
RightMoveStart,740
RunStateStart,741
LittleStateStart,742
RunStateStart,746
StartLevel,757
RightMoveEnd,759
RightMoveStart,764
JumpStart,766
RightMoveStart,774
JumpEnd,776
RunStateEnd,781
JumpStart,788
JumpStart,790
RunStateEnd,791
LeftMoveStart,795
JumpEnd,798
JumpStart,803
JumpEnd,804
JumpStart,804
JumpStart,806
RightMoveStart,807
LeftMoveStart,811
JumpEnd,816
JumpEnd,819
JumpStart,819
JumpStart,821
DeathByGap,822
JumpEnd,822
LeftMoveEnd,824
LeftMoveStart,824
JumpEnd,825
RightMoveEnd,828
JumpEnd,831
RightMoveStart,831
JumpStart,834
JumpStart,837
JumpEnd,842
LeftMoveStart,843
RightMoveStart,843
FireStateStart,845
LargeStateEnd,845
RightMoveEnd,856
LargeStateStart,859
LeftMoveEnd,859
LittleStateEnd,859
RightMoveEnd,861
RightMoveEnd,863
RightMoveEnd,866
RightMoveStart,868
JumpEnd,871
JumpStart,873
LeftMoveStart,883
