Event,Time
LittleStateStart,0
StartLevel,0
RightMoveStart,26
RightMoveStart,47
RightMoveEnd,78
RightMoveEnd,85
JumpStart,92
RightMoveEnd,101
JumpEnd,107
RightMoveStart,117
RightMoveStart,119
RightMoveStart,121
RightMoveEnd,122
RightMoveStart,123
RightMoveEnd,124
RightMoveEnd,126
RightMoveEnd,126
RightMoveStart,129
RightMoveStart,131
RightMoveEnd,134
RightMoveEnd,136
RightMoveStart,143
RightMoveStart,145
RightMoveStart,147
RightMoveEnd,148
JumpStart,149
LittleStateStart,149
RightMoveStart,149
StartLevel,149
RightMoveEnd,150
RightMoveStart,151
RightMoveEnd,152
RightMoveStart,153
RightMoveEnd,154
RightMoveEnd,156
JumpEnd,161
RightMoveStart,166
RightMoveEnd,167
LittleStateEnd,171
RightMoveEnd,180
RightMoveEnd,188
LittleStateStart,189
StartLevel,189
JumpStart,194
RightMoveStart,194
JumpEnd,209
RightMoveStart,209
RightMoveStart,211
RightMoveStart,213
RightMoveEnd,214
RightMoveStart,215
RightMoveEnd,216
RightMoveEnd,218
RightMoveStart,222
RightMoveEnd,225
JumpStart,229
DeathByGap,233
JumpEnd,241
RightMoveStart,244
RightMoveStart,246
JumpStart,248
RightMoveStart,248
RightMoveEnd,249
RightMoveStart,250
RightMoveStart,250
RightMoveEnd,251
RightMoveStart,252
RightMoveStart,254
RightMoveEnd,255
RightMoveStart,256
RightMoveEnd,257
RightMoveStart,258
JumpEnd,259
RightMoveEnd,259
RightMoveEnd,261
RightMoveStart,263
RightMoveStart,263
RightMoveEnd,264
RightMoveStart,265
RightMoveStart,265
RightMoveEnd,267
RightMoveStart,267
RightMoveStart,267
RightMoveEnd,268
RightMoveEnd,268
JumpStart,269
RightMoveEnd,269
RightMoveStart,269
RightMoveStart,269
RightMoveEnd,270
RightMoveEnd,270
RightMoveStart,271
RightMoveStart,271
RightMoveEnd,272
RightMoveEnd,272
RightMoveStart,273
RightMoveStart,273
JumpStart,274
RightMoveEnd,274
RightMoveEnd,274
RightMoveStart,275
RightMoveEnd,276
RightMoveEnd,276
RightMoveStart,276
RightMoveEnd,277
RightMoveStart,277
JumpEnd,278
RightMoveEnd,278
RightMoveEnd,280
JumpEnd,281
RightMoveStart,282
RightMoveStart,284
RightMoveEnd,286
RightMoveStart,286
RightMoveEnd,287
JumpStart,288
RightMoveStart,288
RightMoveEnd,289
RightMoveEnd,289
RightMoveStart,290
JumpStart,291
RightMoveEnd,291
RightMoveStart,292
RightMoveEnd,293
JumpEnd,295
JumpEnd,299
StartLevel,312
RightMoveStart,314
RightMoveEnd,315
RightMoveStart,316
RightMoveEnd,319
LittleStateEnd,320
JumpStart,323
RightMoveStart,327
RightMoveEnd,328
RightMoveStart,329
RightMoveStart,331
RightMoveEnd,332
RightMoveStart,333
RightMoveEnd,334
RightMoveStart,335
RightMoveEnd,336
RightMoveEnd,337
RightMoveStart,337
RightMoveEnd,338
JumpEnd,339
RightMoveStart,339
RightMoveEnd,340
RightMoveStart,341
JumpStart,342
RightMoveEnd,342
RightMoveStart,343
RightMoveEnd,344
RightMoveStart,345
RightMoveEnd,346
RightMoveStart,347
RightMoveEnd,348
RightMoveStart,349
RightMoveEnd,350
JumpEnd,352
RightMoveStart,375
RightMoveEnd,376
RightMoveStart,377
RightMoveEnd,378
RightMoveStart,379
RightMoveEnd,380
RightMoveEnd,382
RightMoveStart,392
RightMoveStart,394
RightMoveStart,396
RightMoveEnd,397
JumpStart,398
RightMoveStart,398
RightMoveEnd,399
RightMoveStart,400
RightMoveEnd,401
RightMoveEnd,402
RightMoveStart,402
RightMoveEnd,403
RightMoveStart,404
RightMoveEnd,405
RightMoveEnd,406
RightMoveStart,406
RightMoveEnd,407
RightMoveStart,408
RightMoveEnd,409
JumpEnd,410
RightMoveStart,410
RightMoveEnd,411
RightMoveStart,412
RightMoveEnd,413
RightMoveStart,414
RightMoveEnd,415
RightMoveStart,416
JumpStart,417
RightMoveEnd,417
RightMoveStart,418
RightMoveEnd,419
RightMoveStart,420
RightMoveEnd,421
RightMoveEnd,423
JumpEnd,429
LittleStateEnd,443
DeathByGap,445
LittleStateStart,621
RightMoveStart,639
DeathByGap,682
RightMoveEnd,971
LittleStateEnd,1224
LostLevel,1487
