Event,Time
LittleStateStart,0
StartLevel,0
RunStateStart,34
LeftMoveStart,42
RightMoveStart,51
LeftMoveStart,76
RightMoveStart,84
StompKillGoomba,84
JumpStart,89
LeftMoveEnd,109
BlockCoinDestroy,110
JumpEnd,112
LeftMoveEnd,114
RightMoveStart,114
JumpStart,125
LeftMoveStart,132
JumpEnd,133
RightMoveEnd,134
BlockPowerDestroy,135
RightMoveStart,139
RightMoveEnd,143
JumpStart,150
BlockCoinDestroy,151
JumpEnd,158
RightMoveEnd,161
JumpStart,166
JumpEnd,174
RightMoveStart,181
LeftMoveEnd,194
JumpStart,197
RightMoveEnd,197
LargeStateStart,199
LittleStateEnd,199
RightMoveStart,218
JumpEnd,229
RightMoveEnd,241
JumpStart,244
JumpEnd,256
LeftMoveStart,256
RightMoveStart,263
JumpStart,267
RightMoveEnd,273
JumpEnd,282
JumpStart,285
JumpEnd,305
JumpStart,308
RightMoveStart,316
JumpEnd,318
JumpStart,336
RightMoveEnd,350
DuckStart,352
JumpEnd,352
DuckEnd,353
RightMoveStart,356
DuckStart,361
DuckEnd,365
LeftMoveStart,368
JumpStart,379
BlockPowerDestroy,380
LeftMoveEnd,386
JumpEnd,393
JumpStart,396
JumpEnd,402
RightMoveEnd,407
DuckStart,408
RightMoveEnd,408
JumpStart,410
DuckEnd,426
JumpEnd,426
JumpStart,430
LargeStateEnd,438
JumpEnd,458
JumpStart,464
RightMoveStart,465
JumpEnd,474
RunStateEnd,479
RunStateStart,480
RunStateEnd,482
RunStateStart,484
JumpStart,489
LeftMoveEnd,492
RunStateEnd,495
RunStateStart,498
RunStateEnd,500
RunStateStart,501
JumpEnd,503
RunStateEnd,504
FireKillGreenKoopa,506
RightMoveStart,506
RunStateStart,507
JumpStart,512
RunStateEnd,519
RunStateStart,520
RunStateEnd,522
RunStateStart,524
RunStateEnd,526
RunStateStart,527
JumpEnd,531
RightMoveStart,534
JumpStart,537
RunStateEnd,543
RunStateStart,545
RunStateEnd,548
RunStateStart,549
RunStateEnd,550
JumpEnd,551
RunStateStart,553
RunStateEnd,555
RightMoveStart,557
RunStateStart,557
RunStateEnd,559
RunStateStart,561
RunStateEnd,563
RunStateStart,564
FireKillGoomba,567
RunStateEnd,567
RunStateStart,569
RightMoveEnd,570
RunStateEnd,571
RunStateStart,573
FireKillGoomba,575
RunStateEnd,579
RunStateStart,581
RightMoveEnd,584
StompKillGoomba,584
JumpStart,586
RunStateEnd,601
RunStateStart,603
RunStateEnd,606
RunStateStart,608
RightMoveStart,611
JumpEnd,612
RightMoveEnd,612
JumpStart,622
RightMoveStart,625
RightMoveEnd,633
JumpEnd,637
JumpStart,646
RightMoveStart,649
RightMoveEnd,650
JumpEnd,658
JumpStart,669
RightMoveStart,677
RightMoveEnd,678
JumpEnd,679
RightMoveEnd,688
JumpStart,695
JumpEnd,707
LeftMoveStart,708
JumpStart,712
RightMoveStart,715
JumpEnd,723
JumpStart,729
RightMoveEnd,735
RunStateEnd,738
RunStateStart,739
RunStateEnd,742
RunStateStart,743
RunStateEnd,746
RunStateStart,747
JumpEnd,749
JumpStart,753
RunStateEnd,760
RunStateStart,761
FireKillGoomba,763
RunStateEnd,764
JumpEnd,765
RunStateStart,766
RunStateEnd,768
RunStateStart,769
RunStateEnd,772
RunStateStart,773
LeftMoveStart,775
JumpStart,778
RightMoveStart,781
RunStateEnd,787
JumpEnd,788
RunStateStart,789
RunStateEnd,791
RunStateStart,793
RunStateEnd,795
RunStateStart,796
RunStateEnd,803
RunStateStart,807
JumpStart,809
RightMoveEnd,812
RightMoveStart,813
JumpEnd,824
RunStateEnd,828
RightMoveStart,829
JumpStart,830
RightMoveStart,831
RightMoveStart,833
RightMoveEnd,834
JumpEnd,844
RightMoveEnd,846
RightMoveStart,846
JumpStart,847
LeftMoveEnd,847
RightMoveEnd,847
RightMoveStart,848
RightMoveStart,850
RightMoveEnd,851
RightMoveEnd,855
RightMoveEnd,860
JumpEnd,861
JumpStart,862
RightMoveStart,863
RightMoveEnd,864
RightMoveStart,865
JumpEnd,876
RightMoveEnd,877
RightMoveEnd,877
JumpStart,879
RightMoveEnd,879
JumpEnd,890
JumpStart,897
JumpEnd,919
LeftMoveEnd,1054
FireStateStart,1375
RunStateStart,1813
RightMoveStart,1823
FireStateEnd,1856
RunStateEnd,1856
RightMoveEnd,1877
WonLevel,2438
