Event,Time
StompKillGoomba,-2
StompKillGoomba,-2
StompKillGoomba,-2
LittleStateStart,0
StartLevel,0
StompKillGreenKoopa,11
RightMoveStart,15
LeftMoveStart,45
JumpStart,56
JumpEnd,68
RightMoveEnd,76
RightMoveStart,79
JumpStart,81
JumpEnd,94
RightMoveStart,95
RightMoveStart,97
RightMoveStart,99
RightMoveEnd,100
UnleashShell,101
RightMoveEnd,102
JumpStart,103
RightMoveStart,107
RightMoveEnd,112
JumpEnd,115
StartLevel,124
LeftMoveStart,125
RightMoveEnd,132
LittleStateEnd,133
LeftMoveEnd,135
RightMoveEnd,145
RightMoveEnd,146
LittleStateStart,151
StartLevel,151
RightMoveEnd,154
DeathByShell,176
StompKillGreenKoopa,185
UnleashShell,195
RightMoveStart,198
LeftMoveEnd,211
JumpStart,217
JumpEnd,230
JumpStart,230
JumpEnd,231
RightMoveStart,235
JumpStart,237
RightMoveStart,237
RightMoveEnd,240
LittleStateStart,246
StartLevel,246
RightMoveStart,249
JumpEnd,250
JumpStart,267
LeftMoveStart,267
LeftMoveEnd,272
RightMoveEnd,273
LeftMoveEnd,277
RightMoveEnd,278
JumpEnd,279
RightMoveStart,282
RightMoveStart,293
LeftMoveStart,309
RightMoveStart,310
RightMoveEnd,319
RightMoveStart,321
JumpStart,322
RightMoveStart,323
RightMoveEnd,324
RightMoveStart,325
RightMoveEnd,326
RightMoveEnd,333
JumpEnd,334
LeftMoveStart,339
RightMoveEnd,340
JumpStart,341
RightMoveStart,343
LittleStateEnd,352
LeftMoveEnd,353
RightMoveStart,359
RightMoveStart,374
JumpEnd,375
RightMoveStart,376
RightMoveStart,378
LittleStateEnd,379
RightMoveEnd,379
RightMoveEnd,381
RightMoveEnd,389
RightMoveEnd,390
RightMoveEnd,406
JumpEnd,474
JumpStart,474
DeathByBulletBill,527
DeathByBulletBill,527
LittleStateStart,628
RightMoveStart,683
RightMoveEnd,1214
LittleStateEnd,1238
LostLevel,1410
